place,state,date,office,title_case_winner,number_of_candidates,number_of_rounds,final_round_vote,final_round_percent,first_round_vote,first_round_percent,first_round_place,number_of_first_round_valid_votes,number_of_final_round_active_votes,total,final_round_winner_votes_over_first_round_valid,final_round_inactive,winners_consensus_value,condorcet,total_fully_ranked,ranked_multiple,first_round_undervote,first_round_overvote,later_round_inactive_by_overvote,later_round_inactive_by_abstention,later_round_inactive_by_ranking_limit,includes_duplicates,includes_skipped,top2_winners_vote_increased,top2_winners_fraction,top2_majority,top2_winner_over_40,effective_ballot_length_str,undervote,total_overvote,total_exhausted_by_overvote,ranked2,ranked_winner,two_repeated,three_repeated,total_skipped,irregular,total_exhausted,total_exhausted_not_by_overvote,total_involuntarily_exhausted,minneapolis_undervote,minneapolis_total,total_voluntarily_exhausted,come_from_behind,number_of_rounds,finalists,winner,exhausted_by_undervote,naive_tally,candidates,count_duplicates,any_repeat,validly_ranked_winner,margin_when_2_left,margin_when_winner_has_majority,"precinct_estimate(black,precinct_percent_cvap,precinct_participation)","precinct_estimate(black,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(black,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(white,precinct_percent_cvap,precinct_participation)","precinct_estimate(white,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(white,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(latin,precinct_percent_cvap,precinct_participation)","precinct_estimate(latin,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(latin,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(latin,precinct_percent_sov,precinct_participation)","precinct_estimate(latin,precinct_percent_sov,precinct_ranked_finalists)","precinct_estimate(latin,precinct_percent_sov,precinct_overvotes)","precinct_estimate(asian,precinct_percent_cvap,precinct_participation)","precinct_estimate(asian,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(asian,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(asian,precinct_percent_sov,precinct_participation)","precinct_estimate(asian,precinct_percent_sov,precinct_ranked_finalists)","precinct_estimate(asian,precinct_percent_sov,precinct_overvotes)","precinct_estimate(other,precinct_percent_cvap,precinct_participation)","precinct_estimate(other,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(other,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(black,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(black,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(black,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(white,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(white,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(white,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(latin,precinct_percent_sov,precinct_participation)","ethnicity_estimate(latin,precinct_percent_sov,precinct_ranked_finalists)","ethnicity_estimate(latin,precinct_percent_sov,precinct_overvotes)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(asian,precinct_percent_sov,precinct_participation)","ethnicity_estimate(asian,precinct_percent_sov,precinct_ranked_finalists)","ethnicity_estimate(asian,precinct_percent_sov,precinct_overvotes)","ethnicity_estimate(other,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(other,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(other,precinct_percent_cvap,precinct_overvotes)",cvap_totals,asian_ethnic_cvap_totals,black_ethnic_cvap_totals,latin_ethnic_cvap_totals,white_ethnic_cvap_totals
San Francisco,CA,2010,Board of Supervisors District 10,Malia Cohen,21,21,4321,0.5269512195121951,2097,0.11775606469002696,3,17808,8200,20550,0.24264375561545373,9608,0.2574123989218329,True,11063,13647,2242,500,105,4872,4631,2950,166,True,0.24264375561545373,False,False,0: 2742; 1: 4161; 2: 2584; 3: 11063,2242,633,605,2584,4626,830,2120,166,3660,12350,11745,4631,2742,17808,7719,True,21,"('MALIA COHEN', 'TONY KELLY')",MALIA COHEN,0,"Counter({-1: 2356, 'LYNETTE SWEET': 2137, 'TONY KELLY': 2095, 'MALIA COHEN': 2083, 'MARLENE TRAN': 2037, 'STEVE MOSS': 1959, 'TERESA DUQUE': 1427, 'DEWITT M. LACY': 1272, 'CHRIS JACKSON': 1085, 'KRISTINE ENEA': 543, -2: 489, 'ERIC SMITH': 448, 'JAMES M. CALLOWAY': 413, 'DIANE WESLEY SMITH': 390, 'GEOFFREA MORRIS': 330, 'STEPHEN WEBER': 310, 'ASHLEY H RHODES': 259, 'RODNEY HAMPTON, JR.': 235, 'ED DONALDSON': 202, 'JACKIE NORMAN': 183, 'NYESE JOSHUA': 134, 'M.J. MARIE FRANKLIN': 80, ""ELLSWORTH ''ELL'' JENNISON"": 67, -3: 16})","{'CHRIS JACKSON', 'STEVE MOSS', 'TONY KELLY', 'LYNETTE SWEET', 'ED DONALDSON', 'RODNEY HAMPTON, JR.', 'MARLENE TRAN', ""ELLSWORTH ''ELL'' JENNISON"", 'KRISTINE ENEA', 'DIANE WESLEY SMITH', 'MALIA COHEN', 'JAMES M. CALLOWAY', 'DEWITT M. LACY', 'GEOFFREA MORRIS', 'NYESE JOSHUA', 'ASHLEY H RHODES', 'STEPHEN WEBER', 'ERIC SMITH', 'TERESA DUQUE', 'JACKIE NORMAN', 'M.J. MARIE FRANKLIN'}","Counter({1: 15057, 0: 2543, 3: 2120, 2: 830})",2950,4584,442,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2010,Board of Supervisors District 2,Mark Farrell,6,6,11426,0.5057094803930247,9700,0.4025898563957832,2,24094,22594,28911,0.47422594836888854,1500,0.6057939736033867,True,10211,14627,4731,86,11,1157,332,4217,111,True,0.47422594836888854,False,True,0: 4817; 1: 9467; 2: 4416; 3: 10211,4731,151,97,4416,14619,894,3323,111,4440,6317,6220,332,4817,24094,5985,True,6,"('MARK FARRELL', 'JANET REILLY')",MARK FARRELL,0,"Counter({'JANET REILLY': 9874, 'MARK FARRELL': 9675, -1: 4798, 'ABRAHAM SIMMONS': 2068, 'KAT ANDERSON': 1703, 'BARBARA BERWICK': 533, 'VILMA B. GUINTO PEORO': 159, -2: 83, -3: 18})","{'ABRAHAM SIMMONS', 'BARBARA BERWICK', 'MARK FARRELL', 'KAT ANDERSON', 'VILMA B. GUINTO PEORO', 'JANET REILLY'}","Counter({1: 19926, 0: 4768, 3: 3323, 2: 894})",4217,14596,258,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2010,Board of Supervisors District 6,Jane Kim,14,14,8865,0.5407796010492283,6621,0.3139998103006734,1,21086,16393,25057,0.4204211325049796,4693,0.5680546334060514,True,12714,15406,3614,357,29,2666,1998,3024,158,True,0.4204211325049796,False,True,0: 3971; 1: 5680; 2: 2692; 3: 12714,3614,438,386,2692,12027,807,2217,158,3559,8664,8278,1998,3971,21086,6666,False,14,"('JANE KIM', 'DEBRA WALKER')",JANE KIM,0,"Counter({'JANE KIM': 6591, 'DEBRA WALKER': 5651, -1: 3715, 'THERESA SPARKS': 3584, 'JAMES KEYS': 957, 'MATT DRAKE': 944, ""GLENDON ''ANNA CONDA'' HYDE"": 687, 'ELAINE ZAMORA': 633, 'DEAN CLARK': 595, 'JIM MEKO': 404, -2: 357, 'GEORGE VAZHAPPALLY': 240, 'MATT ASHE': 185, 'H. BROWN': 181, 'GEORGE DAVIS': 155, ""FORTUNATE ''NATE'' PAYNE"": 149, -3: 29})","{'MATT DRAKE', 'JANE KIM', ""FORTUNATE ''NATE'' PAYNE"", 'THERESA SPARKS', 'DEAN CLARK', 'ELAINE ZAMORA', 'MATT ASHE', 'GEORGE DAVIS', 'JIM MEKO', 'GEORGE VAZHAPPALLY', 'DEBRA WALKER', 'JAMES KEYS', 'H. BROWN', ""GLENDON ''ANNA CONDA'' HYDE""}","Counter({1: 18210, 0: 3823, 3: 2217, 2: 807})",3024,11978,1337,1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2010,Board of Supervisors District 8,Scott Wiener,4,4,18239,0.5539391362449129,14813,0.4238340486409156,1,34950,32926,38551,0.521859799713877,2024,0.7108154506437768,True,16984,25269,3522,79,15,2005,4,5050,111,True,0.521859799713877,True,True,0: 3601; 1: 9681; 2: 8285; 3: 16984,3522,146,94,8285,24860,1440,3610,111,5268,5625,5531,4,3601,34950,5621,False,4,"('SCOTT WIENER', 'RAFAEL MANDELMAN')",SCOTT WIENER,0,"Counter({'SCOTT WIENER': 14797, 'RAFAEL MANDELMAN': 12414, 'REBECCA PROZAN': 5860, -1: 3583, 'BILL HEMENGER': 1791, -2: 76, -3: 30})","{'RAFAEL MANDELMAN', 'SCOTT WIENER', 'BILL HEMENGER', 'REBECCA PROZAN'}","Counter({1: 29943, 3: 3610, 0: 3558, 2: 1440})",5050,24843,3552,3552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Leandro,CA,2010,Mayor,Stephen H. Cassidy,6,6,10277,0.5057080995964964,7908,0.35171677637431065,2,22484,20322,23494,0.4570805906422345,2162,0.6483276996975628,True,13636,16907,955,55,28,1767,367,2667,137,True,0.4570805906422345,False,True,0: 1010; 1: 5577; 2: 3271; 3: 13636,955,179,83,3271,14590,1063,1604,137,2925,3172,3089,367,1010,22484,2805,True,6,"('STEPHEN H. CASSIDY', ""ANTHONY B. ''TONY'' SANTOS"")",STEPHEN H. CASSIDY,0,"Counter({""ANTHONY B. ''TONY'' SANTOS"": 7956, 'STEPHEN H. CASSIDY': 7894, 'JOYCE RUTLEDGE STAROSCIAK': 5192, -1: 1018, 'SARA M. MESTAS': 918, 'JOHN R. PALAU': 388, -3: 64, -2: 55, 'LOU FILIPOVICH': 9})","{'JOHN R. PALAU', 'JOYCE RUTLEDGE STAROSCIAK', 'STEPHEN H. CASSIDY', 'LOU FILIPOVICH', 'SARA M. MESTAS', ""ANTHONY B. ''TONY'' SANTOS""}","Counter({1: 19838, 3: 1604, 2: 1063, 0: 989})",2667,14577,232,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Leandro,CA,2010,Member City Council District 1,Michael J. Gregory,3,1,13030,0.6500698463380563,13030,0.6500698463380563,1,20044,20044,23494,0.6500698463380563,0,0.8365595689483137,True,1447,11625,3416,34,0,0,0,4237,208,True,0.6527639193773698,True,True,0: 3450; 1: 8419; 2: 10178; 3: 1447,3416,83,34,10178,16775,2414,1823,208,4438,3450,3416,0,3450,20044,3450,False,1,"('MICHAEL J. GREGORY', 'DAVID L. ANDERSON, SR.', -3, 'CAROL LIBBRECHT')",MICHAEL J. GREGORY,0,"Counter({'MICHAEL J. GREGORY': 12973, 'DAVID L. ANDERSON, SR.': 6701, -1: 3519, -3: 148, 'CAROL LIBBRECHT': 120, -2: 33})","{'DAVID L. ANDERSON, SR.', 'MICHAEL J. GREGORY', 'CAROL LIBBRECHT'}","Counter({1: 15816, 0: 3441, 2: 2414, 3: 1823})",4237,16768,6262,6288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Leandro,CA,2010,Member City Council District 3,Diana M. Souza,1,1,17183,0.9712848340964332,17183,0.9712848340964332,1,17691,17691,23494,0.9712848340964332,0,0.9791984624950539,True,17323,1383,5780,23,0,0,0,5020,343,False,0.9712848340964332,True,True,0: 5803; 1: 16308; 2: 1383,5780,33,23,1383,17325,1668,3352,343,5256,5803,5780,0,5803,17691,5803,False,1,"('DIANA M. SOUZA', -3)",DIANA M. SOUZA,0,"Counter({'DIANA M. SOUZA': 16995, -1: 5986, -3: 490, -2: 23})",{'DIANA M. SOUZA'},"Counter({1: 12676, 0: 5798, 3: 3352, 2: 1668})",5020,17323,16675,16675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Leandro,CA,2010,Member City Council District 5,Pauline Russo Cutter,2,1,10784,0.5314409619554504,10784,0.5314409619554504,1,20292,20292,23494,0.5314409619554504,0,0.7820323280110388,True,11350,11609,3161,41,0,0,0,4155,305,True,0.532722255075892,True,True,0: 3202; 1: 8683; 2: 10315; 3: 1294,3161,86,41,10315,15879,2138,2017,305,4436,3202,3161,0,3202,20292,3202,False,1,"('PAULINE RUSSO CUTTER', 'CORINA N. LOPEZ', -3)",PAULINE RUSSO CUTTER,0,"Counter({'PAULINE RUSSO CUTTER': 10719, 'CORINA N. LOPEZ': 9215, -1: 3308, -3: 211, -2: 41})","{'PAULINE RUSSO CUTTER', 'CORINA N. LOPEZ'}","Counter({1: 16158, 0: 3181, 2: 2138, 3: 2017})",4155,15869,1484,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambridge,MA,2011,City Council,"Cheung, Leland",26,19,6827,0.5981775168667309,2017,0.12729567686967497,1,15845,11413,15971,0.43086147049542445,4432,0.36093404859577155,True,559,14353,82,61,22,4410,0,0,455,True,0.43086147049542445,False,True,0: 126; 1: 1492; 2: 1427; 3: 2756; 4: 2039; 5: 1788; 6: 1482; 7: 1082; 8: 920; 9: 1170; 10: 439; 11: 206; 12: 113; 13: 75; 14: 48; 15: 51; 16: 66; 17: 132; 18: 559,82,96,66,1427,8872,0,0,455,528,4558,4492,0,126,15845,4558,False,19,"('Cheung, Leland', 'Simmons, E. Denise')","Cheung, Leland",0,"Counter({'Cheung, Leland': 2015, 'Toomey, Jr., Timothy J.': 1695, 'Maher, David P.': 1678, 'Davis, Henrietta': 1431, 'Simmons, E. Denise': 1254, 'Decker, Marjorie C.': 1119, 'Kelley, Craig A.': 1094, 'vanBeuzekom, Minka Y.': 1038, 'Reeves, Kenneth E.': 1002, 'Ward, Larry W.': 832, 'Seidel, Sam': 788, 'Nelson, Matthew P.': 537, 'Marquardt, Charles J.': 498, 'Stohlman, Jr., Thomas J.': 341, 'Williamson, James M.': 175, -1: 141, 'Mello, Gary W.': 134, 'Pascual, Jamake': 62, -2: 61, 'Moree, Gregg J.': 53, 'Write-In 1': 15, 'Write-In 2': 8})","{'vanBeuzekom, Minka Y.', 'Cheung, Leland', 'Write-In 3', 'Seidel, Sam', 'Stohlman, Jr., Thomas J.', 'Marquardt, Charles J.', 'Write-In 1', 'Kelley, Craig A.', 'Simmons, E. Denise', 'Pascual, Jamake', 'Reeves, Kenneth E.', 'Nelson, Matthew P.', 'Davis, Henrietta', 'Mello, Gary W.', 'Write-In 2', 'Write-In 4', 'Moree, Gregg J.', 'Ward, Larry W.', 'Write-In 7', 'Write-In 9', 'Write-In 6', 'Write-In 5', 'Williamson, James M.', 'Maher, David P.', 'Toomey, Jr., Timothy J.', 'Decker, Marjorie C.'}","Counter({1: 15845, 0: 126})",0,8872,2241,2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambridge,MA,2011,School Committee,"Nolan, Patricia M.",17,13,6768,0.5097153185720741,2839,0.14345629105608892,2,19790,13278,20404,0.3419909044972208,6512,0.3508842849924204,True,1036,16638,577,47,16,6496,0,0,365,True,0.3419909044972208,False,False,0: 614; 1: 3152; 2: 2598; 3: 4198; 4: 2811; 5: 2217; 6: 2255; 7: 670; 8: 321; 9: 213; 10: 319; 11: 1036,577,72,53,2598,9938,0,0,365,420,7126,7073,0,614,19790,7126,True,13,"('Nolan, Patricia M.', 'Turkel, Alice L.')","Nolan, Patricia M.",0,"Counter({'Fantini, Alfred B.': 3134, 'Nolan, Patricia M.': 2826, 'Osborne, Mervan F.': 2636, 'Turkel, Alice L.': 2541, 'McGovern, Marc C.': 2253, 'Harding, Jr., Richard': 2246, 'Tauber, Nancy': 1969, -1: 692, 'Gerber, Joyce C.': 628, 'Holland, John J.': 593, 'Forster, Bill': 439, 'Stead, Sr., Charles Lewis': 345, -2: 46, 'Write-In 1': 42, 'Write-In 2': 13, 'Write-In 5': 1})","{'Forster, Bill', 'Stead, Sr., Charles Lewis', 'Holland, John J.', 'Gerber, Joyce C.', 'Tauber, Nancy', 'Write-In 2', 'Osborne, Mervan F.', 'Write-In 1', 'Write-In 4', 'Nolan, Patricia M.', 'Write-In 6', 'Write-In 5', 'McGovern, Marc C.', 'Fantini, Alfred B.', 'Write-In 3', 'Turkel, Alice L.', 'Harding, Jr., Richard'}","Counter({1: 19790, 0: 614})",0,9938,258,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2011,District Attorney,George Gasc�N,5,4,100245,0.6226358842491662,76236,0.4154844757394257,1,183487,161001,197242,0.5463329827181217,22486,0.619073830843602,True,95318,134731,13196,559,123,19846,2517,11481,989,True,0.5463329827181217,True,True,0: 13755; 1: 48756; 2: 39413; 3: 95318,13196,935,682,39413,113720,4037,7444,989,13181,36241,35559,2517,13755,183487,33724,False,4,"('GEORGE GASCÓN', 'DAVID ONEK')",GEORGE GASCÓN,0,"Counter({'GEORGE GASCÓN': 76043, 'DAVID ONEK': 43319, 'SHARMIN BOCK': 37854, 'BILL FAZIO': 19172, -1: 13750, 'VU VUONG TRINH': 6567, -2: 537})","{'VU VUONG TRINH', 'BILL FAZIO', 'SHARMIN BOCK', 'GEORGE GASCÓN', 'DAVID ONEK'}","Counter({1: 172318, 0: 13443, 3: 7444, 2: 4037})",11481,113592,39489,39489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2011,Mayor,Ed Lee,23,22,84457,0.5963761412824732,59775,0.30745609974385085,1,194418,141617,197242,0.4344093653879785,52801,0.46018887140079623,True,141590,163574,2004,820,277,20698,31826,10124,725,True,0.4344093653879785,False,True,0: 2824; 1: 30844; 2: 21984; 3: 141590,2004,1383,1097,21984,89545,2836,7288,725,12051,55625,54528,31826,2824,194418,23799,False,22,"('ED LEE', 'JOHN AVALOS')",ED LEE,0,"Counter({'ED LEE': 59663, 'JOHN AVALOS': 37395, 'DENNIS HERRERA': 21882, 'DAVID CHIU': 17893, 'LELAND YEE': 14566, 'JEFF ADACHI': 12515, 'BEVAN DUFTY': 9193, 'TONY HALL': 6914, 'MICHELA ALIOTO-PIER': 6620, 'JOANNA REES': 3096, -1: 2393, 'TERRY JOAN BAUM': 1662, 'PHIL TING': 1013, -2: 803, 'CESAR ASCARRUNZ': 532, 'WILMA PANG': 440, 'EMIL LAWRENCE': 377, 'PAUL CURRIER': 247, 'WRITE-IN LEA SHERMAN': 9, 'WRITE-IN RODNEY HAUGE': 9, 'WRITE-IN HAROLD MILLER': 7, 'WRITE-IN PATRICK MONETTE-SHAW': 5, 'WRITE-IN DAVID VILLA-LOBOS': 3, ""WRITE-IN ROBERT 'BOBBY' JORDAN"": 3, 'WRITE-IN GILBERT LOUIS FRANCIS': 2})","{'WILMA PANG', 'TERRY JOAN BAUM', 'MICHELA ALIOTO-PIER', 'WRITE-IN HAROLD MILLER', 'TONY HALL', 'WRITE-IN LEA SHERMAN', 'DAVID CHIU', 'DENNIS HERRERA', 'JOANNA REES', 'PHIL TING', 'JOHN AVALOS', ""WRITE-IN ROBERT 'BOBBY' JORDAN"", 'PAUL CURRIER', 'WRITE-IN RODNEY HAUGE', 'CESAR ASCARRUNZ', 'BEVAN DUFTY', 'WRITE-IN PATRICK MONETTE-SHAW', 'LELAND YEE', 'ED LEE', 'EMIL LAWRENCE', 'JEFF ADACHI', 'WRITE-IN DAVID VILLA-LOBOS', 'WRITE-IN GILBERT LOUIS FRANCIS'}","Counter({1: 184630, 3: 7288, 2: 2836, 0: 2488})",10124,89469,27297,27297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2011,Sheriff,Ross Mirkarimi,4,3,86592,0.5354141805118439,70457,0.3845213471372515,1,183233,161729,197242,0.47257862939536,21504,0.6287404561405424,True,76997,113151,13631,378,93,21411,0,12970,1174,True,0.47257862939536,False,True,0: 14009; 1: 70082; 2: 36154; 3: 76997,13631,657,471,36154,115293,4283,8687,1174,14590,35513,35042,0,14009,183233,35513,False,3,"('ROSS MIRKARIMI', 'PAUL MIYAMOTO')",ROSS MIRKARIMI,0,"Counter({'ROSS MIRKARIMI': 70204, 'CHRIS CUNNIE': 51410, 'PAUL MIYAMOTO': 49631, -1: 14356, 'DAVID WONG': 11274, -2: 367})","{'DAVID WONG', 'PAUL MIYAMOTO', 'CHRIS CUNNIE', 'ROSS MIRKARIMI'}","Counter({1: 170448, 0: 13824, 3: 8687, 2: 4283})",12970,115206,11455,11455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley,CA,2012,Mayor,Tom Bates,7,1,28692,0.5406749957600769,28692,0.5406749957600769,1,53067,53067,57492,0.5406749957600769,0,0.7236323892437861,True,27671,36932,4269,156,0,0,0,7849,229,True,0.6169559236436957,True,True,0: 4425; 1: 16135; 2: 9261; 3: 27671,4269,291,156,9261,38446,2254,5595,229,8297,4425,4269,0,4425,53067,4425,False,1,"('TOM BATES', 'KRISS WORTHINGTON', 'JACQUELYN MCCORMICK', 'BERNT RAINER WAHL', ""KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI"", 'ZACHARY RUNNINGWOLF', -3, 'MARK SCHWARTZ')",TOM BATES,0,"Counter({'TOM BATES': 28635, 'KRISS WORTHINGTON': 11507, 'JACQUELYN MCCORMICK': 6011, -1: 4397, 'BERNT RAINER WAHL': 2322, ""KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI"": 2248, 'ZACHARY RUNNINGWOLF': 2016, -3: 190, -2: 155, 'MARK SCHWARTZ': 11})","{""KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI"", 'ZACHARY RUNNINGWOLF', 'KRISS WORTHINGTON', 'JACQUELYN MCCORMICK', 'MARK SCHWARTZ', 'TOM BATES', 'BERNT RAINER WAHL'}","Counter({1: 45321, 3: 5595, 0: 4322, 2: 2254})",7849,38401,17044,17158,0,0,0,0,0,0,0,0,0,3300.1227009428603,3300.1227009428603,19.72642724147899,0,0,0,4469.086124541299,4469.086124541299,22.15956953604707,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1659.630633353561,1659.630633353561,55.63925626480823,0.0,0.0,0.0,1718.4136922210744,1718.4136922210744,5.185758078080098e-18,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2012,Member City Council District 2,Darryl Moore,3,1,3407,0.5870089593383874,3407,0.5870089593383874,1,5804,5804,6839,0.5870089593383874,0,0.8152997932460372,True,2641,3820,1020,15,0,0,0,1274,26,True,0.6154376292212267,True,True,0: 1035; 1: 1984; 2: 1179; 3: 2641,1020,25,15,1179,4734,361,913,26,1315,1035,1020,0,1035,5804,1035,False,1,"('DARRYL MOORE', 'DENISHA DELANE', 'ADOLFO CABRAL', -3)",DARRYL MOORE,0,"Counter({'DARRYL MOORE': 3393, 'DENISHA DELANE': 1629, -1: 1042, 'ADOLFO CABRAL': 731, -3: 29, -2: 15})","{'DENISHA DELANE', 'ADOLFO CABRAL', 'DARRYL MOORE'}","Counter({1: 4538, 0: 1027, 3: 913, 2: 361})",1274,4732,1496,1776,0,0,0,0,0,0,0,0,0,497.7423507558941,497.7423507558941,1.8665008886812189,0,0,0,261.42819779100427,261.42819779100427,1.174583176223491,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.3506207732734,584.3506207732734,1.7009773305197485e-10,0.0,0.0,0.0,247.2852464271095,247.2852464271095,19.92806968715562,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2012,Member City Council District 3,Max Anderson,2,1,3130,0.6035480138835326,3130,0.6035480138835326,1,5186,5186,6524,0.6035480138835326,0,0.7593521018125723,True,2102,2165,1332,6,0,0,0,1993,38,True,0.6045121480910143,True,True,0: 1338; 1: 3021; 2: 1998; 3: 167,1332,13,6,1998,3942,705,1288,38,2032,1338,1332,0,1338,5186,1338,False,1,"('MAX ANDERSON', 'DMITRI BELSER', -3)",MAX ANDERSON,0,"Counter({'MAX ANDERSON': 3119, 'DMITRI BELSER': 2021, -1: 1350, -3: 28, -2: 6})","{'MAX ANDERSON', 'DMITRI BELSER'}","Counter({1: 3196, 0: 1335, 3: 1288, 2: 705})",1993,3938,1107,1105,0,0,0,0,0,0,0,0,0,374.81819686559004,374.81819686559004,0.804763416733666,0,0,0,292.7283165638777,292.7283165638777,0.7470842574607548,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.95030443709067,459.95030443709067,6.069044294845874e-15,0.0,0.0,0.0,71.94038931077776,71.94038931077776,8.703820441107688,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2012,Member City Council District 5,Laurie Capitelli,2,1,4333,0.5427104208416834,4333,0.5427104208416834,1,7984,7984,8767,0.5427104208416834,0,0.7111723446893787,True,2959,3029,778,5,0,0,0,2216,35,True,0.5430861723446894,True,True,0: 783; 1: 4955; 2: 2878; 3: 151,778,12,5,2878,5680,735,1481,35,2251,783,778,0,783,7984,783,False,1,"('LAURIE CAPITELLI', 'SOPHIE HAHN', -3)",LAURIE CAPITELLI,0,"Counter({'LAURIE CAPITELLI': 4324, 'SOPHIE HAHN': 3619, -1: 791, -3: 28, -2: 5})","{'LAURIE CAPITELLI', 'SOPHIE HAHN'}","Counter({1: 5770, 3: 1481, 0: 781, 2: 735})",2216,5678,708,710,0,0,0,0,0,0,0,0,0,240.93326798632958,240.93326798632958,0.34759504408364617,0,0,0,516.1989160200284,516.1989160200284,0.683437966619485,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6328595600963264e-15,1.6328595600963264e-15,2.7331858661133747e-15,0.0,0.0,0.0,169.85297391116208,169.85297391116208,2.3375934309658022e-11,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2012,Member City Council District 6,Susan Wengraf,2,1,5601,0.9370921867157437,5601,0.9370921867157437,1,5977,5977,7943,0.9370921867157437,0,0.9464614355027606,True,81,171,1957,9,0,0,0,2220,38,True,0.9384306508281747,True,True,0: 1966; 1: 5806; 2: 167; 3: 4,1957,10,9,167,5661,118,2102,38,2260,1966,1957,0,1966,5977,1966,False,1,"('SUSAN WENGRAF', 'PHOEBE SORGEN', -3)",SUSAN WENGRAF,0,"Counter({'SUSAN WENGRAF': 5569, -1: 1991, 'PHOEBE SORGEN': 291, -3: 83, -2: 9})","{'SUSAN WENGRAF', 'PHOEBE SORGEN'}","Counter({1: 3762, 3: 2102, 0: 1961, 2: 118})",2220,5657,5317,5309,0,0,0,0,0,0,0,0,0,186.2647486077029,186.2647486077029,0.258442204648959,0,0,0,451.9882154444935,451.9882154444935,0.7002180209530793,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0065077411583991e-19,1.0065077411583991e-19,9.493748576381783e-18,0.0,0.0,0.0,1.2984825342729486e-15,1.2984825342729486e-15,5.1054831072758035e-11,0.0,0.0,0.0,0,0,0,0,0
