record #,timestamp,county code,zip,Registered,Primary,Ballot,Biden defeats Trump,Bloomberg defeats Trump,Buttigieg defeats Trump,Gabbard defeats Trump,Klobuchar defeats Trump,Sanders defeats Trump,Steyer defeats Trump,Warren defeats Trump,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,Ranked choice voting,LDPV,Gender,Age ,<50 / 50+,Race ,Party Affiliation,Ideology,2016 vote,Education,Income,Martial status,Child < 18,Religion,Evangelical,Union HH,Military HH,LGBTQ HH,Urbanicity,Region,weight
152410XXXX,2/26/2020 11:31,36047,11203,2,,,,,,,,,,,,,,,,,,,2,1,28,1,2,2,2,4,1,1,1,2,2,1,2,2,2,1,1,0.555926665
278100XXXX,2/25/2020 23:01,36047,11238,1,6,1,20,1,20,1,1,40,1,11,,,,,,,,,2,1,60,2,2,1,1,1,3,3,2,2,3,2,2,2,2,1,1,1.014544597
126010XXXX,2/25/2020 23:25,36055,14580,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,73,2,1,1,1,1,3,1,3,2,1,1,2,2,2,2,1,1.702385603
163810XXXX,2/26/2020 11:33,36055,14420,1,6,1,5,15,10,0,0,0,10,0,,,,,,,,,2,2,45,1,1,1,2,1,3,3,2,1,2,2,1,2,2,3,1,0.608158568
193910XXXX,2/26/2020 11:32,36055,14606,2,,,,,,,,,,,,,,,,,,,2,2,28,1,1,3,2,2,1,1,1,1,1,2,1,2,2,1,1,0.519329079
812100XXXX,2/25/2020 22:20,36055,14620,2,,,,,,,,,,,,,,,,,,,2,2,24,1,4,3,3,4,3,1,1,2,4,2,2,2,2,2,1,0.743382294
932100XXXX,2/25/2020 22:22,36055,14464,1,2,,15,5,10,0,10,45,0,20,,,,,,,,,2,2,63,2,3,1,2,4,2,1,2,2,1,1,2,2,2,3,1,0.780269285
192810XXXX,2/26/2020 11:32,36055,14616,1,2,,0,0,0,0,0,0,0,0,,,,,,,,,2,2,60,2,3,1,3,1,2,2,2,2,4,2,2,2,2,2,1,0.780269285
220310XXXX,2/26/2020 12:46,36055,14605,1,5,2,65,40,50,5,10,72,8,25,1,6,9,,,,,5,1,1,20,1,2,2,3,4,2,1,1,2,3,2,2,2,2,1,1,0.555926665
510000XXXX,2/25/2020 22:12,36055,14616,1,6,1,10,20,0,0,5,0,10,10,,,,,,,,,2,1,42,1,3,1,3,1,2,2,1,1,1,1,2,2,2,2,1,0.736103707
121000XXXX,2/25/2020 22:22,36055,14618,1,6,1,10,13,20,0,0,0,2,0,,,,,,,,,2,1,47,1,3,1,2,1,2,3,2,2,4,2,2,2,2,2,1,0.736103707
801000XXXX,2/25/2020 22:08,36059,11803,1,6,3,90,80,60,40,40,50,50,60,,,,,,,,,2,2,52,2,3,3,4,2,3,1,1,2,2,2,2,2,2,2,1,0.780269285
149100XXXX,2/25/2020 22:12,36059,11590,2,,,,,,,,,,,,,,,,,,,2,2,52,2,3,2,3,2,3,2,3,2,2,2,1,2,2,2,1,0.780269285
593100XXXX,2/25/2020 22:18,36059,11561,1,6,2,80,30,0,0,0,70,0,0,1,6,8,5,9,,,2,1,2,33,1,2,2,4,2,1,2,1,1,1,2,2,2,2,1,1,0.537741555
158910XXXX,2/26/2020 11:31,36059,11758,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,50,2,3,1,3,1,3,3,2,1,2,2,2,2,2,2,1,0.780269285
761100XXXX,2/25/2020 22:19,36059,11001,1,6,1,30,20,30,0,5,15,0,0,,,,,,,,,2,1,31,1,3,1,3,1,3,2,1,2,4,2,2,2,2,2,1,1.176570157
165610XXXX,2/26/2020 11:33,36059,11758,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,59,2,3,1,2,1,1,3,2,2,2,2,2,2,2,2,1,0.931934826
174510XXXX,2/26/2020 11:32,36059,11050,1,4,,100,100,0,0,100,0,0,0,,,,,,,,,2,1,29,1,3,2,3,2,3,3,2,2,3,2,2,2,2,2,1,1.176570157
176310XXXX,2/26/2020 11:33,36059,11553,1,6,2,1,1,1,1,1,1,1,1,1,4,2,6,3,7,5,3,1,1,45,1,3,2,3,4,3,3,2,2,2,2,2,1,2,2,1,0.736103707
198510XXXX,2/26/2020 11:32,36059,11732,1,2,,10,30,10,10,10,10,10,10,,,,,,,,,2,1,27,1,3,1,1,1,3,3,1,2,1,1,2,2,2,1,1,1.176570157
221010XXXX,2/26/2020 13:09,36059,11566,1,5,1,10,10,0,0,0,0,0,0,,,,,,,,,2,1,67,2,3,1,2,1,1,3,2,2,2,2,1,2,2,2,1,0.618763507
199100XXXX,2/25/2020 22:52,36059,11554,1,5,2,50,40,50,10,40,60,10,40,9,,,,,,,,1,1,38,1,3,2,3,2,1,3,2,1,2,2,1,2,2,2,1,0.736103707
509100XXXX,2/26/2020 11:40,36059,11553,1,6,5,,,,,,,,,,,,,,,,,2,1,34,1,2,2,4,2,3,3,1,2,4,2,2,2,2,2,1,0.555926665
108210XXXX,2/25/2020 22:20,36061,10018,1,3,,9,2,0,8,5,8,7,5,,,,,,,,,2,2,23,1,1,3,2,3,2,3,2,3,2,2,2,2,1,2,1,0.519329079
155100XXXX,2/25/2020 22:12,36061,10001,1,2,,50,20,50,100,25,50,30,100,,,,,,,,,2,2,27,1,1,2,3,4,3,1,2,2,4,2,1,2,1,3,1,0.519329079
530100XXXX,2/25/2020 22:19,36061,10001,1,6,2,17,20,10,50,6,9,39,75,5,3,4,6,7,8,2,1,1,1,19,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0.863343069
223010XXXX,2/26/2020 13:48,36061,10023,1,7,2,5,15,5,5,5,55,5,5,6,8,1,2,3,4,7,1,1,1,40,1,1,2,5,1,3,3,2,1,2,2,2,2,2,1,1,0.656329708
223410XXXX,2/26/2020 13:51,36061,10001,1,2,,50,50,50,50,50,50,50,50,,,,,,,,,2,1,29,1,1,1,2,1,1,3,2,1,3,1,2,2,2,2,1,0.863343069
204100XXXX,2/25/2020 22:51,36061,10022,1,4,,80,85,95,85,90,90,80,80,,,,,,,,,2,1,42,1,1,2,2,2,3,2,2,1,3,1,1,1,2,3,1,0.656329708
791000XXXX,2/25/2020 22:08,36061,10044,1,2,,0,0,0,0,0,0,0,0,,,,,,,,,2,2,28,1,3,1,2,1,3,3,2,1,2,2,2,2,2,1,1,0.764635286
172510XXXX,2/26/2020 11:33,36061,10016,1,6,3,20,5,10,0,0,75,0,50,,,,,,,,,2,2,29,1,3,3,5,2,3,1,1,2,4,2,2,2,1,1,1,0.764635286
227100XXXX,2/25/2020 22:14,36061,10031,1,4,,50,0,0,0,5,45,0,0,,,,,,,,,2,1,29,1,6,3,6,4,2,2,1,1,4,2,2,2,1,1,1,0.696250476
122010XXXX,2/25/2020 22:29,36061,10013,1,6,2,100,100,100,100,100,100,100,100,2,6,4,7,1,5,3,1,1,1,37,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,1,0.656329708
204910XXXX,2/26/2020 11:32,36061,10021,1,5,2,2,9,6,8,23,0,8,2,1,8,6,2,3,5,9,2,1,1,33,1,3,2,4,2,2,1,1,1,3,1,2,2,1,1,1,1.176570157
341000XXXX,2/25/2020 22:27,36061,10004,1,6,1,2,5,5,1,1,0,0,0,,,,,,,,,2,1,53,2,3,1,3,1,2,3,2,2,3,1,2,2,2,2,1,0.931934826
123100XXXX,2/25/2020 22:40,36061,10022,1,6,2,0,50,0,0,0,50,0,0,2,1,3,4,5,6,7,1,1,1,30,1,3,2,5,2,3,2,2,1,2,2,2,2,2,1,1,1.176570157
355100XXXX,2/25/2020 23:22,36061,10028,1,6,3,20,40,0,0,0,20,0,20,,,,,,,,,2,1,66,2,3,2,3,3,3,3,3,1,2,2,2,2,2,2,1,0.618763507
448100XXXX,2/26/2020 11:35,36061,10009,1,1,,40,60,20,10,30,50,10,20,,,,,,,,,2,1,40,1,3,1,2,1,1,3,2,1,1,1,1,1,2,1,1,0.736103707
519100XXXX,2/26/2020 11:41,36061,10007,1,5,1,13,13,12,12,12,13,13,12,,,,,,,,,2,1,42,1,3,1,1,1,3,3,2,1,2,2,2,2,2,1,1,0.736103707
114110XXXX,2/25/2020 22:20,36063,14094,1,6,2,75,60,65,5,50,55,40,50,3,8,7,5,1,6,4,1,1,2,48,1,3,2,4,2,2,1,3,1,4,2,2,1,2,3,1,0.854303724
185810XXXX,2/26/2020 11:32,36063,14301,2,,,,,,,,,,,,,,,,,,,2,1,32,1,3,2,6,4,2,1,1,2,3,1,2,2,2,3,1,1.176570157
791000XXXX,2/25/2020 22:33,36063,14120,1,4,,15,25,0,0,0,30,0,0,,,,,,,,,2,1,41,1,3,1,3,1,2,2,2,1,2,2,1,2,2,2,1,0.736103707
399100XXXX,2/26/2020 0:01,36063,14304,1,5,2,0,0,30,0,0,70,0,0,6,1,3,2,8,7,5,2,1,1,52,2,2,2,3,2,1,1,2,2,1,1,1,2,2,2,1,1.014544597
153010XXXX,2/26/2020 11:31,36065,13502,1,4,,35,20,5,5,5,40,10,25,,,,,,,,,2,2,21,1,3,2,3,4,3,1,1,2,2,2,2,2,2,2,1,0.764635286
817100XXXX,2/25/2020 22:20,36067,13120,1,6,2,40,30,20,20,10,40,20,30,6,2,1,3,8,4,7,2,1,2,19,1,3,2,4,4,2,2,1,2,2,2,2,2,2,2,1,0.764635286
160510XXXX,2/26/2020 11:30,36067,13031,1,5,2,50,30,20,10,10,50,10,30,1,6,8,3,2,5,7,4,1,2,65,2,3,2,2,2,2,1,3,3,2,2,2,2,2,2,1,0.800705631
166110XXXX,2/26/2020 11:33,36067,13090,1,6,2,30,80,50,25,10,90,0,85,6,8,2,1,3,9,,2,1,2,37,1,3,2,4,2,3,3,2,1,4,2,2,2,2,2,1,0.854303724
166010XXXX,2/26/2020 11:33,36067,13057,1,5,2,100,100,100,100,100,100,100,100,8,6,3,1,7,9,,1,1,1,51,2,3,2,4,2,1,1,3,1,2,2,2,2,2,2,1,0.931934826
222100XXXX,2/25/2020 22:14,36071,10940,1,4,,9,8,8,3,2,1,6,0,,,,,,,,,2,2,23,1,1,2,3,3,1,1,1,1,3,2,2,2,1,2,1,0.519329079
735100XXXX,2/25/2020 22:19,36071,10918,1,6,2,60,60,70,10,10,90,5,85,8,6,9,,,,,5,1,2,39,1,3,2,4,2,1,1,1,2,4,2,2,2,2,2,1,0.854303724
140010XXXX,2/26/2020 11:30,36071,12586,1,5,5,,,,,,,,,,,,,,,,,2,2,56,2,3,2,3,1,1,2,2,2,2,2,2,2,2,1,1,0.780269285
162310XXXX,2/26/2020 11:34,36071,10990,1,1,,70,0,25,70,0,100,80,50,,,,,,,,,2,1,54,2,3,1,4,2,3,3,2,1,2,2,2,2,2,1,1,0.931934826
365100XXXX,2/25/2020 23:29,36079,10509,1,6,2,66,55,55,12,65,65,11,61,1,6,2,8,3,5,9,4,1,1,55,2,3,2,3,2,2,2,2,2,3,2,2,2,1,2,1,0.931934826
115610XXXX,2/25/2020 22:20,36081,11692,2,,,,,,,,,,,,,,,,,,,2,2,23,1,1,3,2,4,1,1,1,2,4,2,2,2,2,1,1,0.519329079
460100XXXX,2/26/2020 11:36,36081,11101,1,6,2,40,30,20,40,10,100,40,60,6,9,,,,,,1,1,2,35,1,1,2,2,3,2,2,3,1,4,2,1,2,2,2,1,0.608158568
125310XXXX,2/25/2020 22:44,36081,11356,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,85,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,0.693015304
437100XXXX,2/26/2020 7:41,36081,11357,1,5,2,100,95,80,0,40,100,5,90,6,3,2,8,1,7,5,2,1,1,54,2,1,2,3,2,1,3,2,2,4,2,1,2,2,1,1,0.588388218
331100XXXX,2/25/2020 22:15,36081,11105,1,6,2,70,50,60,10,60,80,30,80,6,8,1,3,5,2,9,5,1,2,36,1,3,2,5,2,3,2,1,2,4,2,2,2,2,1,1,0.854303724
841100XXXX,2/25/2020 22:20,36081,11415,1,6,2,25,25,30,15,40,86,10,55,6,5,8,9,,,,1,1,2,35,1,3,2,5,2,2,2,2,2,2,2,2,2,2,1,1,0.854303724
102410XXXX,2/25/2020 22:20,36081,11101,1,6,2,75,80,70,10,50,75,50,75,8,9,,,,,,1,1,2,57,2,3,2,4,2,2,1,1,2,4,2,2,2,1,1,1,0.780269285
157410XXXX,2/26/2020 11:31,36081,11378,2,,,,,,,,,,,,,,,,,,,2,2,27,1,3,2,6,4,1,2,2,2,2,2,1,2,1,2,1,0.764635286
234100XXXX,2/25/2020 22:14,36081,11436,1,6,1,0,0,5,20,40,5,30,0,,,,,,,,,2,1,19,1,4,1,1,1,1,1,1,2,2,1,2,2,2,2,1,0.696250476
481100XXXX,2/25/2020 22:16,36081,11385,1,1,,50,50,0,0,0,0,0,0,,,,,,,,,2,1,66,2,3,1,3,1,1,1,2,2,2,2,1,2,2,1,1,0.618763507
643100XXXX,2/25/2020 22:17,36081,11369,1,6,2,70,40,30,10,50,60,30,40,1,6,8,9,,,,2,1,1,35,1,2,2,3,2,2,1,1,2,2,2,2,2,2,1,1,0.96786489
129910XXXX,2/26/2020 11:29,36081,11436,1,1,,20,10,1,20,1,1,1,20,,,,,,,,,2,1,36,1,3,1,5,2,2,2,2,1,2,2,2,2,2,1,1,0.736103707
150310XXXX,2/26/2020 11:31,36081,11434,1,5,2,25,25,0,5,10,25,5,10,2,6,1,9,,,,2,1,1,25,1,2,2,3,2,1,1,1,2,4,2,2,2,2,1,1,0.555926665
181000XXXX,2/25/2020 22:24,36081,11419,1,6,1,40,13,100,92,31,23,20,40,,,,,,,,,2,1,22,1,4,1,3,1,2,1,2,2,3,2,2,2,2,3,1,0.696250476
711000XXXX,2/25/2020 22:32,36081,11426,2,,,,,,,,,,,,,,,,,,,2,1,63,2,4,3,3,5,3,1,2,2,3,2,2,1,2,1,1,0.862214458
211100XXXX,2/25/2020 22:52,36081,11412,1,4,,50,50,50,50,50,50,50,50,,,,,,,,,2,1,35,1,2,2,6,2,1,2,1,2,4,2,1,2,2,1,1,0.96786489
315100XXXX,2/25/2020 23:07,36081,11434,1,4,,100,100,100,100,100,100,100,100,,,,,,,,,2,1,23,1,6,1,1,4,1,1,1,2,3,2,2,2,2,1,1,0.696250476
447100XXXX,2/26/2020 11:36,36081,11385,1,3,,75,100,0,0,0,75,0,0,,,,,,,,,2,1,55,2,2,2,2,4,1,1,3,2,3,2,2,2,1,1,1,1.014544597
265100XXXX,2/25/2020 22:59,36081,11105,1,2,,69,65,65,45,24,98,90,21,,,,,,,,,2,1,20,1,2,2,4,2,2,2,1,2,3,2,2,2,2,1,1,0.555926665
584100XXXX,2/25/2020 22:18,36083,12090,1,5,2,53,51,25,30,26,53,30,30,1,6,2,8,5,7,4,2,1,2,28,1,3,2,3,4,2,2,2,1,2,2,2,2,2,3,1,0.764635286
221510XXXX,2/26/2020 13:26,36085,10302,1,4,,50,40,20,10,25,65,20,55,,,,,,,,,2,1,70,2,1,2,4,2,1,2,3,2,2,3,2,2,2,1,1,0.693015304
450100XXXX,2/26/2020 11:35,36085,10306,1,5,2,50,50,0,0,0,50,0,0,1,8,2,5,9,,,5,1,1,43,1,1,2,6,2,1,2,2,2,4,2,1,2,2,2,1,0.656329708
815100XXXX,2/25/2020 22:20,36085,10314,1,4,,50,50,10,20,20,50,20,5,,,,,,,,,2,2,62,2,3,1,3,1,2,2,1,2,2,2,2,2,2,2,1,0.780269285
208100XXXX,2/25/2020 22:52,36087,10984,1,5,2,60,5,10,5,5,5,5,5,1,2,6,8,3,5,4,1,1,1,31,1,2,2,3,2,1,2,1,2,4,2,2,2,2,2,1,0.555926665
174110XXXX,2/26/2020 11:33,36089,13654,1,6,2,60,90,5,0,50,70,40,25,2,7,9,,,,,2,1,2,59,2,3,2,3,2,2,1,3,2,2,2,2,2,2,3,1,0.780269285
425100XXXX,2/26/2020 5:25,36091,12188,1,6,2,40,40,35,30,20,35,20,25,2,1,4,3,7,8,5,4,1,1,52,2,1,3,3,2,2,2,3,1,2,2,1,1,2,2,1,0.588388218
379100XXXX,2/25/2020 22:15,36093,12306,1,4,,0,0,0,0,0,0,0,0,,,,,,,,,2,1,51,2,3,1,3,1,1,2,2,2,3,2,2,2,2,2,1,0.931934826
180310XXXX,2/26/2020 11:32,36093,12309,1,7,2,20,50,10,10,10,50,10,10,2,1,6,8,7,5,4,1,1,1,38,1,4,2,3,2,3,3,2,2,2,2,2,2,2,2,1,4.747489387
116410XXXX,2/25/2020 22:24,36097,14891,1,4,,0,0,0,0,0,1,0,0,,,,,,,,,2,1,53,2,3,1,1,1,1,2,2,1,2,2,2,1,2,3,1,0.931934826
690100XXXX,2/25/2020 22:17,36101,14809,2,,,,,,,,,,,,,,,,,,,2,2,37,1,3,2,3,4,1,2,1,2,4,2,1,2,1,3,1,0.854303724
434100XXXX,2/26/2020 7:16,36103,11955,1,3,,0,20,0,0,0,33,0,0,,,,,,,,,2,1,53,2,1,3,3,1,1,1,1,2,2,2,1,2,2,2,1,0.588388218
117100XXXX,2/25/2020 22:10,36103,11796,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,74,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,1,0.800705631
335100XXXX,2/25/2020 22:15,36103,11772,1,5,1,0,0,0,30,0,0,50,0,,,,,,,,,2,2,26,1,3,1,3,1,3,2,1,2,2,2,1,1,1,2,1,0.764635286
715100XXXX,2/25/2020 22:17,36103,11901,2,,,,,,,,,,,,,,,,,,,2,2,18,1,2,2,4,2,1,1,2,2,4,2,1,2,2,3,1,0.537741555
930100XXXX,2/25/2020 22:22,36103,11701,1,5,1,50,0,10,5,10,0,5,20,,,,,,,,,2,2,45,1,3,1,3,3,2,2,3,2,2,2,2,2,2,2,1,0.854303724
138510XXXX,2/26/2020 11:30,36103,11706,1,8,,,,,,,,,,,,,,,,,,2,2,44,1,4,2,3,2,3,3,2,1,2,2,2,2,2,2,1,1.323676131
144510XXXX,2/26/2020 11:30,36103,11751,1,6,2,50,50,0,0,0,50,0,10,1,8,6,9,,,,2,1,2,34,1,3,3,3,1,3,3,1,2,2,2,2,1,2,2,1,0.764635286
147810XXXX,2/26/2020 11:30,36103,11725,1,6,2,20,100,5,20,20,25,5,20,2,8,6,1,5,4,7,1,1,2,33,1,3,2,3,2,3,2,2,2,4,2,2,2,2,2,1,0.764635286
173010XXXX,2/26/2020 11:33,36103,11727,1,4,,65,90,0,0,0,80,0,30,,,,,,,,,2,2,53,2,1,3,2,4,2,2,2,2,1,1,2,2,2,2,1,0.876608714
179510XXXX,2/26/2020 11:33,36103,11746,1,4,,50,45,0,0,0,40,0,20,,,,,,,,,2,2,21,1,3,3,2,3,3,3,1,2,2,2,2,2,2,2,1,0.764635286
126610XXXX,2/26/2020 11:29,36103,11787,1,5,2,1,50,25,1,1,75,1,25,2,6,4,9,,,,2,1,1,54,2,3,2,4,1,2,2,1,2,2,2,2,2,2,2,1,0.931934826
133510XXXX,2/26/2020 11:29,36103,11955,1,6,1,10,25,1,0,1,35,0,5,,,,,,,,,2,1,64,2,3,1,1,1,2,3,2,1,2,2,2,2,2,3,1,0.931934826
566100XXXX,2/26/2020 11:45,36103,11788,1,5,2,50,5,5,5,5,90,5,5,6,1,8,3,5,7,4,2,1,1,48,1,3,2,3,2,1,2,2,2,2,2,2,2,1,2,1,0.736103707
554100XXXX,2/25/2020 22:18,36105,12754,1,4,,10,0,20,0,0,50,10,10,,,,,,,,,2,2,21,1,3,4,4,2,2,1,1,2,2,2,1,2,1,3,1,0.764635286
100210XXXX,2/25/2020 22:21,36105,12758,1,6,2,50,100,75,0,100,100,10,100,8,6,2,3,5,1,7,2,1,1,60,2,1,2,4,4,1,1,2,2,4,2,2,2,2,3,1,0.588388218
773100XXXX,2/25/2020 22:19,36111,12428,1,2,,10,20,0,0,10,40,10,10,,,,,,,,,2,2,24,1,1,1,3,1,2,2,1,1,2,2,2,2,2,3,1,0.519329079
920100XXXX,2/25/2020 22:22,36113,12804,1,6,1,0,0,5,0,0,40,0,0,,,,,,,,,2,2,68,2,3,1,3,1,2,2,2,2,2,2,2,2,2,3,1,0.800705631
135810XXXX,2/26/2020 11:30,36117,13146,1,5,2,30,30,40,0,0,50,0,50,9,,,,,,,,1,2,38,1,3,2,4,4,2,1,1,1,4,2,2,2,2,3,1,0.854303724
171910XXXX,2/26/2020 11:33,36117,14551,1,1,,77,60,25,0,0,25,0,0,,,,,,,,,2,1,66,2,3,2,4,2,3,2,2,2,4,2,2,2,2,3,1,0.618763507
352100XXXX,2/25/2020 22:15,36119,10562,2,,,,,,,,,,,,,,,,,,,2,2,24,1,1,2,4,4,2,1,1,2,2,2,2,2,2,2,1,0.519329079
132710XXXX,2/26/2020 11:29,36119,10543,1,6,2,6,0,0,0,0,100,0,3,6,1,8,5,2,3,7,1,1,2,22,1,2,2,5,2,1,1,1,2,4,2,2,2,2,1,1,0.537741555
143610XXXX,2/26/2020 11:30,36119,10603,2,,,,,,,,,,,,,,,,,,,2,2,40,1,3,3,1,5,2,1,3,1,2,2,2,2,2,2,1,0.854303724
112510XXXX,2/25/2020 22:20,36119,10701,1,3,,60,45,24,10,15,80,15,30,,,,,,,,,2,1,18,1,2,4,6,4,1,3,1,2,2,3,2,2,2,3,1,0.555926665
195510XXXX,2/26/2020 11:32,36119,10710,1,6,2,50,50,50,0,50,50,0,50,1,2,9,,,,,2,1,1,69,2,3,2,3,2,3,3,2,2,3,2,2,2,2,1,1,0.618763507
378100XXXX,2/25/2020 22:15,36121,14569,2,,,,,,,,,,,,,,,,,,,2,1,58,2,3,3,3,4,1,2,1,2,1,1,2,1,2,3,1,0.931934826
142110XXXX,2/26/2020 11:30,36123,14878,1,4,,0,0,0,0,0,30,0,0,,,,,,,,,2,2,34,1,3,1,2,1,2,2,2,1,4,2,2,2,2,3,1,0.764635286
150100XXXX,2/25/2020 22:44,36123,14837,1,6,1,0,0,25,0,0,35,0,0,,,,,,,,,2,1,35,1,3,1,4,2,3,2,1,2,2,2,1,1,2,3,1,0.736103707
104210XXXX,2/25/2020 22:20,37001,27217,1,5,2,37.5,0,0,0,0,37.5,0,25,6,8,1,3,5,2,9,5,1,1,32,1,2,3,3,2,3,1,2,1,1,1,2,2,2,3,3,0.965410792
169010XXXX,2/26/2020 11:33,37003,28681,2,,,,,,,,,,,,,,,,,,,2,2,23,1,3,4,3,4,2,2,2,2,3,2,2,2,2,3,3,0.630920158
470100XXXX,2/26/2020 11:37,37011,28604,1,4,,10,0,0,0,0,0,20,10,,,,,,,,,2,1,36,1,3,1,3,4,2,2,2,1,1,1,2,2,2,3,3,0.616342712
220610XXXX,2/26/2020 12:39,37019,28462,1,6,2,75,50,50,60,75,75,50,75,1,8,5,4,2,3,7,2,1,2,52,2,3,1,1,1,1,1,3,2,1,3,2,2,2,3,3,0.750664219
461000XXXX,2/25/2020 22:29,37019,28451,1,3,,60,50,30,0,20,60,0,45,,,,,,,,,2,1,30,1,3,3,3,2,1,2,2,1,4,2,2,2,2,2,3,1.029281718
103110XXXX,2/25/2020 22:20,37021,28806,1,4,,15,75,0,0,0,60,0,0,,,,,,,,,2,2,30,1,3,3,3,4,1,1,1,1,1,2,2,2,2,3,3,0.630920158
134510XXXX,2/26/2020 11:29,37021,28804,1,6,1,10,20,20,0,0,30,0,10,,,,,,,,,2,2,71,2,3,1,1,1,1,2,2,2,1,1,2,2,2,3,3,0.789827415
214510XXXX,2/26/2020 12:40,37021,28801,1,7,2,100,60,40,40,20,50,5,25,4,5,2,7,3,8,1,1,1,2,42,1,3,1,1,4,1,1,1,2,1,1,1,2,2,2,3,0.647561373
122910XXXX,2/25/2020 22:33,37021,28711,1,7,2,51,50,45,40,45,50,50,51,3,8,1,2,6,5,7,4,1,1,72,2,3,2,5,2,3,2,2,2,1,2,2,2,2,3,3,0.67613288
918100XXXX,2/25/2020 22:22,37023,28655,1,6,1,30,0,0,0,0,40,0,0,,,,,,,,,2,2,71,2,3,1,1,1,2,2,2,2,1,1,2,2,2,1,3,0.789827415
177100XXXX,2/25/2020 22:13,37025,28081,1,6,2,25,75,50,20,75,80,0,25,2,6,5,3,1,8,4,4,1,2,72,2,3,2,4,2,1,2,2,2,2,3,2,2,2,2,3,0.789827415
211510XXXX,2/26/2020 12:40,37025,28081,1,8,,,,,,,,,,,,,,,,,,2,2,33,1,3,4,6,4,1,3,2,1,4,2,2,2,2,3,3,0.630920158
535100XXXX,2/25/2020 22:19,37025,28081,1,3,,50,50,50,50,50,50,50,50,,,,,,,,,2,1,33,1,3,4,6,5,1,1,2,2,1,2,2,1,2,3,3,1.029281718
159910XXXX,2/26/2020 11:30,37031,28557,1,4,,50,20,30,10,20,75,10,60,,,,,,,,,2,1,80,2,3,2,3,2,1,1,2,2,1,1,2,1,2,3,3,0.67613288
161710XXXX,2/26/2020 11:34,37035,28601,3,,,,,,,,,,,,,,,,,,,2,2,55,2,3,2,5,4,2,1,3,2,4,2,2,1,2,2,3,0.750664219
212610XXXX,2/26/2020 12:40,37035,28601,1,4,,0,0,25,0,25,50,0,0,,,,,,,,,2,2,52,2,3,1,2,1,1,1,2,1,3,3,2,2,2,2,3,0.750664219
807100XXXX,2/25/2020 22:20,37045,28150,1,6,3,30,70,70,50,60,100,100,60,,,,,,,,,2,2,37,1,6,3,5,2,2,1,2,1,3,2,2,2,2,2,3,0.750282786
196010XXXX,2/26/2020 11:32,37045,28020,2,,,,,,,,,,,,,,,,,,,2,2,30,1,3,1,1,4,2,2,2,1,3,2,2,2,2,3,3,0.630920158
159710XXXX,2/26/2020 11:31,37047,28450,1,6,3,10,10,0,0,0,70,10,0,,,,,,,,,2,2,22,1,6,3,3,3,2,1,1,2,4,2,2,2,2,3,3,0.53893458
124710XXXX,2/25/2020 22:40,37049,28562,1,7,1,15,15,5,0,10,10,0,10,,,,,,,,,2,1,72,2,3,1,3,1,3,2,2,2,1,2,2,1,2,3,3,0.67613288
231100XXXX,2/25/2020 22:55,37049,28560,1,4,,25,0,0,0,20,50,0,5,,,,,,,,,2,1,66,2,3,3,3,1,2,2,2,2,1,2,2,2,2,3,3,0.67613288
287100XXXX,2/25/2020 22:14,37051,28348,2,,,,,,,,,,,,,,,,,,,2,2,26,1,3,4,3,4,2,1,2,1,4,3,2,2,2,2,3,0.630920158
531000XXXX,2/25/2020 22:29,37051,28304,1,6,2,50,50,0,0,0,60,0,50,2,6,1,8,5,3,4,2,1,1,46,1,2,2,3,2,3,2,1,1,4,2,2,2,2,1,3,0.730263431
135710XXXX,2/26/2020 11:30,37053,27958,1,5,2,100,100,100,100,100,100,100,100,6,3,8,1,5,7,2,2,1,2,18,1,3,2,5,4,2,3,1,2,4,2,2,2,2,3,3,0.630920158
442100XXXX,2/25/2020 22:16,37057,27295,1,8,,,,,,,,,,,,,,,,,,2,2,39,1,3,2,3,2,1,2,2,1,1,2,2,2,2,3,3,0.647561373
163100XXXX,2/25/2020 22:45,37059,27006,2,,,,,,,,,,,,,,,,,,,2,1,48,1,3,1,1,4,1,2,3,2,1,1,2,2,2,3,3,0.616342712
201510XXXX,2/26/2020 11:32,37063,27713,1,6,2,65,50,45,10,10,40,10,35,6,3,2,8,1,7,5,2,1,1,56,2,3,2,4,2,3,2,1,2,4,2,2,2,1,1,3,0.807961723
460100XXXX,2/25/2020 22:16,37065,27801,1,6,2,50,80,10,10,10,70,10,60,8,6,2,1,9,,,2,1,2,45,1,2,2,3,2,3,1,3,1,1,2,2,2,1,1,3,1.026332677
137100XXXX,2/25/2020 22:07,37067,27127,2,,,,,,,,,,,,,,,,,,,2,2,55,2,2,3,3,4,2,2,2,2,3,2,2,2,2,2,3,1.35562057
