ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18
124,"Kelley, Craig A.","Cheung, Leland","Simmons, E. Denise",skipped,"Decker, Marjorie C.","Maher, David P.","Mello, Gary W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
125,"Seidel, Sam","Stohlman, Jr., Thomas J.","vanBeuzekom, Minka Y.","Decker, Marjorie C.","Maher, David P.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
126,"Maher, David P.","Cheung, Leland","Kelley, Craig A.","Davis, Henrietta","Decker, Marjorie C.","Toomey, Jr., Timothy J.",writein,"Marquardt, Charles J.","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Reeves, Kenneth E.","Seidel, Sam","Stohlman, Jr., Thomas J.","Simmons, E. Denise","Ward, Larry W.","Williamson, James M."
127,writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
128,"Maher, David P.","Decker, Marjorie C.","Cheung, Leland","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
129,"Cheung, Leland","Maher, David P.","Toomey, Jr., Timothy J.","Decker, Marjorie C.",writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
130,"Simmons, E. Denise","Reeves, Kenneth E.","Maher, David P.","Ward, Larry W.","Williamson, James M.","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Marquardt, Charles J.","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Seidel, Sam","Stohlman, Jr., Thomas J.","vanBeuzekom, Minka Y.",skipped
131,"Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Davis, Henrietta","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
132,writein,"Toomey, Jr., Timothy J.","Maher, David P.","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
133,"Pascual, Jamake","Nelson, Matthew P.",writein,"Mello, Gary W.","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
134,"Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Toomey, Jr., Timothy J.","Cheung, Leland","vanBeuzekom, Minka Y.","Ward, Larry W.","Williamson, James M.",skipped,skipped,skipped,skipped,skipped,skipped
135,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
136,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
137,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
138,"Ward, Larry W.","Reeves, Kenneth E.","Simmons, E. Denise","Cheung, Leland","Toomey, Jr., Timothy J.","Moree, Gregg J.","Davis, Henrietta","Nelson, Matthew P.","Maher, David P.","Seidel, Sam","Stohlman, Jr., Thomas J.","Pascual, Jamake",skipped,"Marquardt, Charles J.",skipped,"Mello, Gary W.","Kelley, Craig A.","Williamson, James M."
139,"Simmons, E. Denise","Reeves, Kenneth E.","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Pascual, Jamake","Seidel, Sam",skipped,"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
140,"Simmons, E. Denise","Toomey, Jr., Timothy J.","vanBeuzekom, Minka Y.","Stohlman, Jr., Thomas J.",skipped,"Seidel, Sam","Reeves, Kenneth E.","Pascual, Jamake","Nelson, Matthew P.","Moree, Gregg J.","Mello, Gary W.","Marquardt, Charles J.","Maher, David P.","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Cheung, Leland","Williamson, James M."
141,"Reeves, Kenneth E.","Toomey, Jr., Timothy J.","Simmons, E. Denise","Davis, Henrietta","Williamson, James M.",skipped,"Kelley, Craig A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
142,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
143,"Ward, Larry W.","Toomey, Jr., Timothy J.","Decker, Marjorie C.","Mello, Gary W.","Davis, Henrietta","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
144,"Seidel, Sam","Pascual, Jamake","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.","vanBeuzekom, Minka Y.","Ward, Larry W.","Williamson, James M.","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.","Marquardt, Charles J.","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.",skipped
145,"Davis, Henrietta","Cheung, Leland","Maher, David P.","Decker, Marjorie C.","Williamson, James M.","Mello, Gary W.","Nelson, Matthew P.","Toomey, Jr., Timothy J.","Kelley, Craig A.","Marquardt, Charles J.","Simmons, E. Denise","Pascual, Jamake","Ward, Larry W.","Seidel, Sam",skipped,"Reeves, Kenneth E.","Stohlman, Jr., Thomas J.","vanBeuzekom, Minka Y."
146,"Simmons, E. Denise","Reeves, Kenneth E.","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.","vanBeuzekom, Minka Y.","Ward, Larry W.","Williamson, James M.","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.",overvote,skipped
147,overvote,"Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
148,"Simmons, E. Denise","Reeves, Kenneth E.","Cheung, Leland","Ward, Larry W.","Davis, Henrietta",skipped,"Toomey, Jr., Timothy J.","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.","Marquardt, Charles J.","Moree, Gregg J.","Seidel, Sam",skipped,"Stohlman, Jr., Thomas J.",skipped,"Nelson, Matthew P.","Mello, Gary W."
149,"Simmons, E. Denise","Reeves, Kenneth E.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
150,"Reeves, Kenneth E.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
151,"Reeves, Kenneth E.","Toomey, Jr., Timothy J.","Seidel, Sam","Ward, Larry W.","Williamson, James M.","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.",overvote,skipped,"Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Stohlman, Jr., Thomas J.","Simmons, E. Denise","vanBeuzekom, Minka Y."
152,"Reeves, Kenneth E.","Toomey, Jr., Timothy J.","Kelley, Craig A.","vanBeuzekom, Minka Y.","Simmons, E. Denise","Maher, David P.","Moree, Gregg J.","Mello, Gary W.",skipped,writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
153,"Mello, Gary W.","Pascual, Jamake","Stohlman, Jr., Thomas J.","vanBeuzekom, Minka Y.","Williamson, James M.","Ward, Larry W.",writein,"Marquardt, Charles J.","Moree, Gregg J.","Nelson, Matthew P.","Toomey, Jr., Timothy J.","Simmons, E. Denise","Cheung, Leland","Davis, Henrietta","Kelley, Craig A.","Reeves, Kenneth E.","Maher, David P.","Decker, Marjorie C."
154,overvote,"Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
155,overvote,"Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
156,"Marquardt, Charles J.","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.","Ward, Larry W.","Williamson, James M.","Cheung, Leland",writein,writein,skipped,skipped,skipped
157,writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
158,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
159,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
160,"Reeves, Kenneth E.","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Pascual, Jamake","Nelson, Matthew P.","Moree, Gregg J.","Mello, Gary W.","Marquardt, Charles J.","Maher, David P.","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Cheung, Leland","Williamson, James M.","Ward, Larry W.",overvote,skipped,skipped
161,"Williamson, James M.",writein,"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
162,overvote,overvote,overvote,"Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
163,"Nelson, Matthew P.","Ward, Larry W.","Toomey, Jr., Timothy J.","Simmons, E. Denise","Davis, Henrietta","Cheung, Leland","Moree, Gregg J.",writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
164,"Ward, Larry W.","Toomey, Jr., Timothy J.","Decker, Marjorie C.",writein,"Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
165,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
166,"Seidel, Sam","vanBeuzekom, Minka Y.","Cheung, Leland","Reeves, Kenneth E.",writein,"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
167,"Toomey, Jr., Timothy J.","Cheung, Leland","Simmons, E. Denise","Reeves, Kenneth E.","Seidel, Sam","Maher, David P.","Decker, Marjorie C.","Davis, Henrietta","Kelley, Craig A.","Mello, Gary W.","Ward, Larry W.","Williamson, James M.","vanBeuzekom, Minka Y.","Moree, Gregg J.","Pascual, Jamake","Nelson, Matthew P.",skipped,skipped
168,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
169,"Simmons, E. Denise","Reeves, Kenneth E.","Toomey, Jr., Timothy J.",writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
170,"Toomey, Jr., Timothy J.",writein,"Mello, Gary W.","Kelley, Craig A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
171,"Ward, Larry W.","Decker, Marjorie C.","Cheung, Leland","Davis, Henrietta","Reeves, Kenneth E.","Toomey, Jr., Timothy J.",writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
172,"Cheung, Leland","Nelson, Matthew P.","Decker, Marjorie C.","Maher, David P.","Kelley, Craig A.","Ward, Larry W.",skipped,"Pascual, Jamake","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,"Toomey, Jr., Timothy J.","Simmons, E. Denise"
173,"Maher, David P.","Seidel, Sam","Toomey, Jr., Timothy J.","Davis, Henrietta","Simmons, E. Denise","Reeves, Kenneth E.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
174,"Decker, Marjorie C.","Nelson, Matthew P.","Reeves, Kenneth E.",skipped,"Toomey, Jr., Timothy J.","Maher, David P.",overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
175,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
176,"Toomey, Jr., Timothy J.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
177,"Cheung, Leland","vanBeuzekom, Minka Y.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
178,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
179,"Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
180,"Simmons, E. Denise","Kelley, Craig A.","Cheung, Leland","Reeves, Kenneth E.","Toomey, Jr., Timothy J.","Decker, Marjorie C.","Davis, Henrietta","Maher, David P.","Nelson, Matthew P.","Stohlman, Jr., Thomas J.","vanBeuzekom, Minka Y.","Ward, Larry W.","Williamson, James M.","Seidel, Sam","Marquardt, Charles J.","Mello, Gary W.","Pascual, Jamake",skipped
181,"vanBeuzekom, Minka Y.","Simmons, E. Denise","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
182,"Reeves, Kenneth E.","Seidel, Sam","Maher, David P.","Toomey, Jr., Timothy J.","Kelley, Craig A.","Cheung, Leland","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
183,"Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Jr., Timothy J.","Cheung, Leland","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
184,"Simmons, E. Denise","Toomey, Jr., Timothy J.","Davis, Henrietta","vanBeuzekom, Minka Y.","Decker, Marjorie C.","Maher, David P.","Kelley, Craig A.","Ward, Larry W.","Marquardt, Charles J.","Stohlman, Jr., Thomas J.","Reeves, Kenneth E.","Seidel, Sam","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Cheung, Leland","Williamson, James M."
185,writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
186,"Kelley, Craig A.","Davis, Henrietta","vanBeuzekom, Minka Y.",writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
187,"Simmons, E. Denise","Stohlman, Jr., Thomas J.","Kelley, Craig A.","Seidel, Sam","Cheung, Leland","Ward, Larry W.","Williamson, James M.","Moree, Gregg J.","vanBeuzekom, Minka Y.","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
188,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
189,"Seidel, Sam","Davis, Henrietta","vanBeuzekom, Minka Y.","Ward, Larry W.",writein,writein,writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
190,"Toomey, Jr., Timothy J.","Stohlman, Jr., Thomas J.","Cheung, Leland","Davis, Henrietta","Kelley, Craig A.","Maher, David P.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,writein
191,"Nelson, Matthew P.","Toomey, Jr., Timothy J.","Cheung, Leland","Seidel, Sam","Pascual, Jamake",writein,"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
192,"Cheung, Leland","Seidel, Sam","Ward, Larry W.","vanBeuzekom, Minka Y.","Nelson, Matthew P.","Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
193,"Toomey, Jr., Timothy J.",skipped,overvote,"Decker, Marjorie C.","Moree, Gregg J.",skipped,"Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
194,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
195,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
196,"Davis, Henrietta","vanBeuzekom, Minka Y.","Williamson, James M.","Seidel, Sam","Stohlman, Jr., Thomas J.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
197,overvote,"Simmons, E. Denise",overvote,"Nelson, Matthew P.","Williamson, James M.","Maher, David P.","Moree, Gregg J.",skipped,"Kelley, Craig A.","Cheung, Leland","Decker, Marjorie C.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped
198,"Simmons, E. Denise","Seidel, Sam","Kelley, Craig A.","Maher, David P.","Toomey, Jr., Timothy J.","Decker, Marjorie C.","Ward, Larry W.","Davis, Henrietta",overvote,"Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Marquardt, Charles J.","Stohlman, Jr., Thomas J.","vanBeuzekom, Minka Y.","Cheung, Leland","Reeves, Kenneth E.",skipped
199,"Davis, Henrietta","Kelley, Craig A.","Reeves, Kenneth E.","Maher, David P.",skipped,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
200,"Simmons, E. Denise",overvote,overvote,overvote,skipped,"Mello, Gary W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
201,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
202,"Maher, David P.",overvote,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
203,"Reeves, Kenneth E.","Simmons, E. Denise","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.",skipped,"Ward, Larry W.","Williamson, James M.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
204,"Toomey, Jr., Timothy J.",overvote,"Simmons, E. Denise","Davis, Henrietta","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
205,"Toomey, Jr., Timothy J.","Stohlman, Jr., Thomas J.","Simmons, E. Denise","Pascual, Jamake","Reeves, Kenneth E.","Seidel, Sam",skipped,"vanBeuzekom, Minka Y.","Ward, Larry W.","Williamson, James M.","Cheung, Leland","Decker, Marjorie C.","Kelley, Craig A.","Davis, Henrietta","Maher, David P.","Marquardt, Charles J.","Mello, Gary W.",overvote
206,"Maher, David P.","Marquardt, Charles J.","Toomey, Jr., Timothy J.","Cheung, Leland","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
207,"Toomey, Jr., Timothy J.","Mello, Gary W.",writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
208,"vanBeuzekom, Minka Y.","Mello, Gary W.","Moree, Gregg J.","Williamson, James M.",skipped,"Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.",overvote,"Marquardt, Charles J.","Nelson, Matthew P.","Reeves, Kenneth E.","Pascual, Jamake",skipped,"Seidel, Sam","Stohlman, Jr., Thomas J.",skipped,"Simmons, E. Denise"
209,"Reeves, Kenneth E.","Maher, David P.","Simmons, E. Denise","Toomey, Jr., Timothy J.","Davis, Henrietta","Marquardt, Charles J.","Stohlman, Jr., Thomas J.","vanBeuzekom, Minka Y.","Ward, Larry W.","Williamson, James M.","Cheung, Leland","Kelley, Craig A.","Decker, Marjorie C.",skipped,"Pascual, Jamake","Seidel, Sam","Mello, Gary W.","Nelson, Matthew P."
210,"Maher, David P.","Decker, Marjorie C.","Toomey, Jr., Timothy J.","Davis, Henrietta","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
