ranks,ballotID,rank1,rank2,rank3,rank4,rank5
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",11976,Kate I. Noble,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Peter N. Ives', 'skipped', 'skipped', 'skipped']",11977,Alan Webber,Peter N. Ives,skipped,skipped,skipped
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Alan Webber']",11978,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Alan Webber
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",11979,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'skipped']",11980,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,skipped
"['Ronald S. Trujillo', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas']",11981,Ronald S. Trujillo,Peter N. Ives,Alan Webber,Kate I. Noble,Joseph M. Maestas
"['Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas']",11982,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Alan Webber,Joseph M. Maestas
"['Peter N. Ives', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Kate I. Noble']",11983,Peter N. Ives,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Kate I. Noble
"['Ronald S. Trujillo', 'Peter N. Ives', 'skipped', 'skipped', 'skipped']",11984,Ronald S. Trujillo,Peter N. Ives,skipped,skipped,skipped
"['Ronald S. Trujillo', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble']",11985,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble
"['Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble']",11986,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Kate I. Noble
"['Ronald S. Trujillo', 'Alan Webber', 'skipped', 'skipped', 'skipped']",11987,Ronald S. Trujillo,Alan Webber,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'skipped', 'skipped']",11988,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'skipped']",11989,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,skipped
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",11990,Kate I. Noble,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives']",11991,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11992,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble']",11993,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",11994,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Ronald S. Trujillo', 'Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas']",11995,Ronald S. Trujillo,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas
"['Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber']",11996,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Alan Webber
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11997,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'skipped', 'skipped']",11998,Alan Webber,Joseph M. Maestas,Kate I. Noble,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo']",11999,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12000,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Alan Webber', 'skipped', 'skipped', 'skipped']",12001,Ronald S. Trujillo,Alan Webber,skipped,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12002,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber']",12003,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber
"['Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo']",12004,Joseph M. Maestas,Peter N. Ives,Alan Webber,Kate I. Noble,Ronald S. Trujillo
"['Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'skipped', 'skipped']",12005,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12006,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",12007,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Alan Webber', 'skipped']",12008,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Alan Webber,skipped
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12009,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'skipped', 'skipped', 'skipped']",12010,Ronald S. Trujillo,Joseph M. Maestas,skipped,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo']",12011,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'skipped']",12012,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,skipped
"['Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Alan Webber']",12013,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Alan Webber
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12014,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas']",12015,Peter N. Ives,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12016,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas']",12017,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Joseph M. Maestas
"['Alan Webber', 'Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas']",12018,Alan Webber,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Joseph M. Maestas
"['Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas']",12019,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12020,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",12021,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",12022,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble']",12023,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Alan Webber,Kate I. Noble
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",12024,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber']",12025,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Alan Webber
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo', 'Kate I. Noble']",12026,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo,Kate I. Noble
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",12027,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas']",12028,Alan Webber,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",12029,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",12030,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber']",12031,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Alan Webber
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'Kate I. Noble']",12032,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Peter N. Ives,Kate I. Noble
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12033,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo']",12034,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo
"['Alan Webber', 'Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas']",12035,Alan Webber,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",12036,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12037,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'skipped']",12038,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,skipped
"['Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas']",12039,Peter N. Ives,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Ronald S. Trujillo', 'Kate I. Noble', 'skipped', 'skipped']",12040,Alan Webber,Ronald S. Trujillo,Kate I. Noble,skipped,skipped
"['Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo']",12041,Joseph M. Maestas,Peter N. Ives,Alan Webber,Kate I. Noble,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber']",12042,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Alan Webber
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12043,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Joseph M. Maestas', 'skipped', 'skipped', 'skipped']",12044,Kate I. Noble,Joseph M. Maestas,skipped,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",12045,Kate I. Noble,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Kate I. Noble', 'Ronald S. Trujillo', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas']",12046,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives,Alan Webber,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'skipped', 'skipped']",12047,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12048,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",12049,Peter N. Ives,Alan Webber,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",12050,Peter N. Ives,Alan Webber,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12051,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12052,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",12053,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12054,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12055,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",12056,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives']",12057,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives
"['Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber']",12058,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Alan Webber
"['Ronald S. Trujillo', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble']",12059,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12060,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber', 'Kate I. Noble', 'Peter N. Ives']",12061,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber,Kate I. Noble,Peter N. Ives
"['Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas']",12062,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas
"['Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber']",12063,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber
"['Peter N. Ives', 'Ronald S. Trujillo', 'skipped', 'skipped', 'skipped']",12064,Peter N. Ives,Ronald S. Trujillo,skipped,skipped,skipped
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble']",12065,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives,Alan Webber,Kate I. Noble
"['Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives']",12066,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber,Peter N. Ives
"['Peter N. Ives', 'Ronald S. Trujillo', 'skipped', 'skipped', 'skipped']",12067,Peter N. Ives,Ronald S. Trujillo,skipped,skipped,skipped
"['Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Alan Webber']",12068,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Alan Webber
"['Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'skipped', 'skipped']",12069,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12070,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble']",12071,Ronald S. Trujillo,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'skipped', 'skipped']",12072,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12073,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'skipped']",12074,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,skipped
"['Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives']",12075,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives']",12076,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives
"['Alan Webber', 'Alan Webber', 'Alan Webber', 'Alan Webber', 'Alan Webber']",12077,Alan Webber,Alan Webber,Alan Webber,Alan Webber,Alan Webber
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12078,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Peter N. Ives']",12079,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Kate I. Noble,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'skipped', 'skipped']",12080,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12081,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Peter N. Ives', 'Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12082,Peter N. Ives,Kate I. Noble,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber']",12083,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Alan Webber
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12084,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives']",12085,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12086,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'skipped', 'skipped', 'skipped']",12087,Alan Webber,Joseph M. Maestas,skipped,skipped,skipped
"['Ronald S. Trujillo', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble']",12088,Ronald S. Trujillo,Peter N. Ives,Alan Webber,Joseph M. Maestas,Kate I. Noble
"['Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped', 'skipped']",12089,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,skipped,skipped
"['Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives']",12090,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Alan Webber,Peter N. Ives
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber']",12091,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Alan Webber
"['Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives']",12092,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives
"['Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Alan Webber']",12093,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Alan Webber
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'skipped', 'skipped']",12094,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
"['Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble']",12095,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Kate I. Noble
"['Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble']",12096,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12097,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives', 'Kate I. Noble']",12098,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber,Peter N. Ives,Kate I. Noble
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",12099,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas']",12100,Ronald S. Trujillo,Peter N. Ives,Alan Webber,Kate I. Noble,Joseph M. Maestas
"['Ronald S. Trujillo', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas']",12101,Ronald S. Trujillo,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",12102,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo']",12103,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Alan Webber']",12104,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Alan Webber
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",12105,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives']",12106,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives
