ranks,ballotID,rank1,rank2,rank3,rank4,rank5
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11841,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'skipped', 'skipped']",11842,Kate I. Noble,Peter N. Ives,Alan Webber,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'skipped', 'skipped']",11843,Alan Webber,Kate I. Noble,Ronald S. Trujillo,skipped,skipped
"['Peter N. Ives', 'Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas']",11844,Peter N. Ives,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas
"['Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber']",11845,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Alan Webber
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo']",11846,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble']",11847,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Alan Webber,Kate I. Noble
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",11848,Kate I. Noble,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",11849,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'overvote', 'Peter N. Ives']",11850,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,overvote,Peter N. Ives
"['Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",11851,Joseph M. Maestas,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",11852,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives']",11853,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Peter N. Ives
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",11854,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",11855,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Joseph M. Maestas', 'skipped', 'skipped', 'skipped']",11856,Alan Webber,Joseph M. Maestas,skipped,skipped,skipped
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives', 'Kate I. Noble']",11857,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber,Peter N. Ives,Kate I. Noble
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",11858,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",11859,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble']",11860,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Alan Webber,Kate I. Noble
"['Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas']",11861,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Alan Webber,Joseph M. Maestas
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'skipped', 'Peter N. Ives']",11862,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,skipped,Peter N. Ives
"['Kate I. Noble', 'Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'Alan Webber']",11863,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Alan Webber
"['Alan Webber', 'Peter N. Ives', 'skipped', 'skipped', 'skipped']",11864,Alan Webber,Peter N. Ives,skipped,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11865,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble']",11866,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Kate I. Noble
"['Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'skipped', 'skipped']",11867,Joseph M. Maestas,Alan Webber,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble']",11868,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble
"['Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Alan Webber']",11869,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Alan Webber
"['Alan Webber', 'Ronald S. Trujillo', 'skipped', 'skipped', 'skipped']",11870,Alan Webber,Ronald S. Trujillo,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",11871,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",11872,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",11873,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas']",11874,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Alan Webber,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'skipped', 'skipped']",11875,Alan Webber,Kate I. Noble,Peter N. Ives,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",11876,Kate I. Noble,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11877,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",11878,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'skipped', 'skipped']",11879,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",11880,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11881,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11882,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'skipped', 'skipped', 'skipped']",11883,Alan Webber,Joseph M. Maestas,skipped,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",11884,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives']",11885,Ronald S. Trujillo,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives
"['Peter N. Ives', 'Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble']",11886,Peter N. Ives,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble
"['Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",11887,Peter N. Ives,Alan Webber,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas']",11888,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Alan Webber,Joseph M. Maestas
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo']",11889,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped']",11890,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,skipped
"['Alan Webber', 'Joseph M. Maestas', 'skipped', 'skipped', 'skipped']",11891,Alan Webber,Joseph M. Maestas,skipped,skipped,skipped
"['Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",11892,Joseph M. Maestas,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",11893,Ronald S. Trujillo,Kate I. Noble,skipped,skipped,skipped
"['Ronald S. Trujillo', 'Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives']",11894,Ronald S. Trujillo,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",11895,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",11896,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",11897,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped']",11898,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped
"['Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber']",11899,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Alan Webber
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11900,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11901,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives']",11902,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Alan Webber,Peter N. Ives
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'skipped']",11903,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,skipped
"['Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas']",11904,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas
"['Joseph M. Maestas', 'Alan Webber', 'skipped', 'skipped', 'skipped']",11905,Joseph M. Maestas,Alan Webber,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11906,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",11907,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas']",11908,Kate I. Noble,Peter N. Ives,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",11909,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",11910,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11911,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas']",11912,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas
"['Ronald S. Trujillo', 'Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas']",11913,Ronald S. Trujillo,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber']",11914,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Alan Webber
"['Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives']",11915,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives
"['Alan Webber', 'Joseph M. Maestas', 'skipped', 'skipped', 'skipped']",11916,Alan Webber,Joseph M. Maestas,skipped,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11917,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives']",11918,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives
"['Joseph M. Maestas', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",11919,Joseph M. Maestas,Kate I. Noble,skipped,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",11920,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble']",11921,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'skipped', 'skipped']",11922,Alan Webber,Joseph M. Maestas,Kate I. Noble,skipped,skipped
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives']",11923,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber']",11924,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Alan Webber
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'skipped', 'skipped', 'skipped']",11925,Joseph M. Maestas,Ronald S. Trujillo,skipped,skipped,skipped
"['Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Peter N. Ives']",11926,Joseph M. Maestas,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives
"['Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble']",11927,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Alan Webber,Kate I. Noble
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11928,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",11929,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas']",11930,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Joseph M. Maestas
"['Ronald S. Trujillo', 'Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives']",11931,Ronald S. Trujillo,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives
"['Ronald S. Trujillo', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble']",11932,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble
"['Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble']",11933,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Alan Webber,Kate I. Noble
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber']",11934,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Alan Webber
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'Kate I. Noble']",11935,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Peter N. Ives,Kate I. Noble
"['Peter N. Ives', 'Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo']",11936,Peter N. Ives,Joseph M. Maestas,Alan Webber,Kate I. Noble,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",11937,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",11938,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'skipped', 'skipped']",11939,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",11940,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives']",11941,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives
"['Kate I. Noble', 'Ronald S. Trujillo', 'skipped', 'skipped', 'skipped']",11942,Kate I. Noble,Ronald S. Trujillo,skipped,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'skipped', 'skipped']",11943,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",11944,Kate I. Noble,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo']",11945,Alan Webber,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'skipped', 'skipped']",11946,Alan Webber,Peter N. Ives,Kate I. Noble,skipped,skipped
"['Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped', 'skipped']",11947,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped,skipped
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",11948,Kate I. Noble,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Ronald S. Trujillo', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas']",11949,Ronald S. Trujillo,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'skipped', 'skipped']",11950,Kate I. Noble,Alan Webber,Peter N. Ives,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",11951,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber']",11952,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",11953,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11954,Peter N. Ives,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas']",11955,Kate I. Noble,Peter N. Ives,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",11956,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",11957,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",11958,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas']",11959,Peter N. Ives,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas
"['Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped', 'skipped']",11960,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",11961,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",11962,Kate I. Noble,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo']",11963,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",11964,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo']",11965,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11966,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'skipped', 'skipped', 'skipped']",11967,Alan Webber,Joseph M. Maestas,skipped,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11968,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",11969,Joseph M. Maestas,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",11970,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",11971,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Peter N. Ives', 'Alan Webber', 'Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas']",11972,Peter N. Ives,Alan Webber,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'skipped', 'skipped']",11973,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'skipped', 'skipped']",11974,Alan Webber,Kate I. Noble,Ronald S. Trujillo,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble']",11975,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble
