ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16
129,"Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Seidel, Sam","Reeves, Kenneth E.","Ward, Larry W.","Sullivan, Edward J.","Moore, M. Kevin","Podgers, Kathy","Murphy, Brian","Simmons, E. Denise","Galluccio, Anthony D.","Janik, Jonathan S.",skipped,"Moree, Gregg J."
130,"Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
131,"Murphy, Brian","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
132,"Davis, Henrietta","Murphy, Brian","Kelley, Craig A.","Decker, Marjorie C.","Maher, David P.","Simmons, E. Denise","Moree, Gregg J.","Seidel, Sam","Sullivan, Edward J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped
133,"Davis, Henrietta","Murphy, Brian","Kelley, Craig A.","Decker, Marjorie C.","Maher, David P.","Simmons, E. Denise","Moree, Gregg J.","Seidel, Sam","Sullivan, Edward J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped
134,"Maher, David P.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Davis, Henrietta","Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
135,"Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
136,"Davis, Henrietta","Maher, David P.","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
137,"Seidel, Sam","Ward, Larry W.","Decker, Marjorie C.","Maher, David P.","Murphy, Brian","Davis, Henrietta","Toomey, Timothy J., Jr.","Moore, M. Kevin","Simmons, E. Denise","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped
138,"Kelley, Craig A.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
139,"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
140,"Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
141,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
142,"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
143,"Ward, Larry W.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
144,"Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
145,"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
146,"Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
147,"Maher, David P.","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
148,"Decker, Marjorie C.","Maher, David P.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
149,"Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.","Murphy, Brian","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
150,"Kelley, Craig A.","Moree, Gregg J.","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
151,"Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
152,"Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
153,"Ward, Larry W.","Maher, David P.","Simmons, E. Denise","Decker, Marjorie C.","Kelley, Craig A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
154,"Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Murphy, Brian","Maher, David P.","Sullivan, Edward J.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
155,"Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta","Murphy, Brian","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
156,"Murphy, Brian","Kelley, Craig A.","Davis, Henrietta","Janik, Jonathan S.","Ward, Larry W.","Simmons, E. Denise","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
157,"Decker, Marjorie C.","Galluccio, Anthony D.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
158,"Reeves, Kenneth E.","Simmons, E. Denise","Kelley, Craig A.","Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
159,"Decker, Marjorie C.","Janik, Jonathan S.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
160,"Maher, David P.","Reeves, Kenneth E.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
161,"Murphy, Brian","Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
162,"Maher, David P.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
163,"Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Moore, M. Kevin","Maher, David P.","Kelley, Craig A.","Davis, Henrietta","Ward, Larry W.","Podgers, Kathy","Murphy, Brian",skipped,skipped,skipped,skipped,skipped
164,"Ward, Larry W.","Davis, Henrietta","Kelley, Craig A.","Moree, Gregg J.","Seidel, Sam","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
165,"Kelley, Craig A.","Davis, Henrietta","Reeves, Kenneth E.","Seidel, Sam","Murphy, Brian","Decker, Marjorie C.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
166,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
167,"Davis, Henrietta","Maher, David P.","Murphy, Brian","Decker, Marjorie C.","Kelley, Craig A.","Moore, M. Kevin","Seidel, Sam","Simmons, E. Denise","Janik, Jonathan S.","Podgers, Kathy","Ward, Larry W.","Moree, Gregg J.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Galluccio, Anthony D."
168,"Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
169,"Maher, David P.","Sullivan, Edward J.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Kelley, Craig A.","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped
170,"Galluccio, Anthony D.","Maher, David P.","Toomey, Timothy J., Jr.","Murphy, Brian","Sullivan, Edward J.","Reeves, Kenneth E.","Moree, Gregg J.","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped
171,"Decker, Marjorie C.","Seidel, Sam","Moree, Gregg J.","Simmons, E. Denise","Davis, Henrietta","Murphy, Brian","Kelley, Craig A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
172,"Kelley, Craig A.","Davis, Henrietta","Murphy, Brian","Seidel, Sam","Ward, Larry W.","Simmons, E. Denise","Reeves, Kenneth E.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
173,"Galluccio, Anthony D.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Davis, Henrietta","Murphy, Brian","Simmons, E. Denise","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
174,"Galluccio, Anthony D.","Kelley, Craig A.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
175,"Simmons, E. Denise","Reeves, Kenneth E.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
176,"Decker, Marjorie C.","Maher, David P.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
177,"Kelley, Craig A.","Seidel, Sam","Davis, Henrietta","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
178,"Kelley, Craig A.","Murphy, Brian","Davis, Henrietta","Maher, David P.","Seidel, Sam","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
179,"Reeves, Kenneth E.","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Ward, Larry W.","Moore, M. Kevin","Murphy, Brian","Toomey, Timothy J., Jr.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped
180,"Kelley, Craig A.","Murphy, Brian","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
181,"Kelley, Craig A.","Moore, M. Kevin","Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
182,"Davis, Henrietta","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
183,"Kelley, Craig A.","Seidel, Sam","Decker, Marjorie C.","Murphy, Brian","Maher, David P.","Simmons, E. Denise","Moore, M. Kevin","Davis, Henrietta","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
184,"Kelley, Craig A.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Janik, Jonathan S.","Simmons, E. Denise","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
185,"Decker, Marjorie C.","Murphy, Brian","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Maher, David P.","Simmons, E. Denise","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
186,"Decker, Marjorie C.","Murphy, Brian","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Maher, David P.","Simmons, E. Denise","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
187,"Decker, Marjorie C.","Murphy, Brian","Simmons, E. Denise","Podgers, Kathy","Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
188,"Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
189,"Kelley, Craig A.","Murphy, Brian","Davis, Henrietta","Maher, David P.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
190,"Maher, David P.","Sullivan, Edward J.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
191,"Reeves, Kenneth E.","Ward, Larry W.","Decker, Marjorie C.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
192,"Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
193,"Maher, David P.",skipped,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
194,"Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
195,"Simmons, E. Denise","Seidel, Sam","Davis, Henrietta","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
196,"Kelley, Craig A.","Murphy, Brian","Maher, David P.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
197,"Seidel, Sam","Decker, Marjorie C.","Kelley, Craig A.","Murphy, Brian","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
198,"Murphy, Brian","Davis, Henrietta","Seidel, Sam","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
199,"Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Galluccio, Anthony D.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
200,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
201,"Kelley, Craig A.","Reeves, Kenneth E.","Moore, M. Kevin","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
202,"Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
203,"Murphy, Brian","Seidel, Sam","Maher, David P.","Davis, Henrietta","Ward, Larry W.","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped
204,"Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
205,"Galluccio, Anthony D.","Kelley, Craig A.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
206,"Ward, Larry W.","Murphy, Brian","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
207,"Reeves, Kenneth E.","Simmons, E. Denise","Maher, David P.","Ward, Larry W.","Moore, M. Kevin","Decker, Marjorie C.","Kelley, Craig A.","Murphy, Brian","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped
208,"Moore, M. Kevin","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
209,"Reeves, Kenneth E.","Seidel, Sam","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
210,"Maher, David P.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
211,"Maher, David P.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
212,"Simmons, E. Denise","Reeves, Kenneth E.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
213,"Ward, Larry W.","Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
214,"Reeves, Kenneth E.","Kelley, Craig A.","Galluccio, Anthony D.","Murphy, Brian","Toomey, Timothy J., Jr.","Moree, Gregg J.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Moore, M. Kevin","Simmons, E. Denise","Sullivan, Edward J.","Seidel, Sam","Ward, Larry W.","Janik, Jonathan S.","Podgers, Kathy"
215,"Seidel, Sam","Simmons, E. Denise","Ward, Larry W.","Decker, Marjorie C.","Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
216,"Reeves, Kenneth E.","Decker, Marjorie C.","Murphy, Brian","Simmons, E. Denise","Sullivan, Edward J.","Janik, Jonathan S.","Galluccio, Anthony D.","Davis, Henrietta","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
217,"Kelley, Craig A.","Maher, David P.","Galluccio, Anthony D.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
218,"Simmons, E. Denise","Ward, Larry W.","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
219,"Kelley, Craig A.","Murphy, Brian","Seidel, Sam","Ward, Larry W.","Simmons, E. Denise","Decker, Marjorie C.","Moore, M. Kevin","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped
220,"Davis, Henrietta","Decker, Marjorie C.","Janik, Jonathan S.","Reeves, Kenneth E.","Kelley, Craig A.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
221,"Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Kelley, Craig A.","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
222,"Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
223,"Decker, Marjorie C.","Kelley, Craig A.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
224,"Simmons, E. Denise","Moore, M. Kevin","Reeves, Kenneth E.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
225,"Davis, Henrietta","Seidel, Sam","Simmons, E. Denise","Murphy, Brian","Maher, David P.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
226,"Seidel, Sam","Murphy, Brian","Simmons, E. Denise","Davis, Henrietta","Maher, David P.","Ward, Larry W.","Kelley, Craig A.","Decker, Marjorie C.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
227,"Davis, Henrietta","Murphy, Brian","Kelley, Craig A.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Seidel, Sam","Simmons, E. Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
228,"Davis, Henrietta","Seidel, Sam","Simmons, E. Denise","Murphy, Brian","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
229,"Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
230,"Kelley, Craig A.","Simmons, E. Denise","Murphy, Brian","Seidel, Sam","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
231,"Maher, David P.","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
232,"Maher, David P.","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
