ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12
11385,"Kelly, Kathleen M.","Fantini, Alfred B.","Kadete, Elechi M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11386,"Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11387,"Kimbrough, Laurance V.","Dexter, Emily R.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11388,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11389,"Kimbrough, Laurance V.","Dexter, Emily R.","Kadete, Elechi M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11390,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11391,"Fantini, Alfred B.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11392,"Nolan, Patricia M.","Crutchfield, Jake W.","Dexter, Emily R.","Bowman, Manikka L.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11393,"Nolan, Patricia M.","Dexter, Emily R.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Weinstein, David J.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped
11394,"Crutchfield, Jake W.","Kelly, Kathleen M.","Dexter, Emily R.","Nolan, Patricia M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11395,"MacArthur, William","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11396,"Nolan, Patricia M.","Kadete, Elechi M.","Dexter, Emily R.","MacArthur, William","Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
11397,"Kelly, Kathleen M.","MacArthur, William","Cronin, Fran A.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11398,"Nolan, Patricia M.","Dexter, Emily R.","Kadete, Elechi M.","Cronin, Fran A.","Kelly, Kathleen M.","Weinstein, David J.","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Fantini, Alfred B.","Crutchfield, Jake W.","MacArthur, William","Kimbrough, Laurance V."
11399,"Weinstein, David J.","Dexter, Emily R.","Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran A.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped
11400,"Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11401,"Bowman, Manikka L.","Nolan, Patricia M.","Kelly, Kathleen M.","Crutchfield, Jake W.","Kimbrough, Laurance V.","Cronin, Fran A.","Weinstein, David J.","Dexter, Emily R.",skipped,skipped,skipped,skipped
11402,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11403,"Kimbrough, Laurance V.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11404,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11405,"Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Kadete, Elechi M.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11406,"MacArthur, William","Nolan, Patricia M.","Kimbrough, Laurance V.","Fantini, Alfred B.","Cronin, Fran A.","Weinstein, David J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
11407,"Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran A.","Weinstein, David J.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11408,"Dexter, Emily R.","Nolan, Patricia M.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11409,"Crutchfield, Jake W.","Weinstein, David J.","Bowman, Manikka L.","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11410,"Bowman, Manikka L.","Dexter, Emily R.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11411,"Weinstein, David J.","Mitros, Piotr Flawiusz","Nolan, Patricia M.","Crutchfield, Jake W.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11412,"Dexter, Emily R.","Kimbrough, Laurance V.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11413,"Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran A.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11414,"Mitros, Piotr Flawiusz","Weinstein, David J.","Nolan, Patricia M.","MacArthur, William","Cronin, Fran A.","Kimbrough, Laurance V.","Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
11415,"Bowman, Manikka L.","Crutchfield, Jake W.","Kimbrough, Laurance V.","Kelly, Kathleen M.","MacArthur, William","Cronin, Fran A.","Weinstein, David J.","Dexter, Emily R.","Mitros, Piotr Flawiusz","Nolan, Patricia M.","Fantini, Alfred B.","Kadete, Elechi M."
11416,"Dexter, Emily R.","Bowman, Manikka L.","Nolan, Patricia M.","Kelly, Kathleen M.","Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
11417,"Dexter, Emily R.","Kadete, Elechi M.","Nolan, Patricia M.","MacArthur, William","Mitros, Piotr Flawiusz","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
11418,"Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11419,"Fantini, Alfred B.","Bowman, Manikka L.","Weinstein, David J.","Kadete, Elechi M.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11420,"Cronin, Fran A.","Crutchfield, Jake W.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11421,"Nolan, Patricia M.","Mitros, Piotr Flawiusz","Weinstein, David J.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11422,"Kimbrough, Laurance V.","Dexter, Emily R.","Bowman, Manikka L.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11423,"Dexter, Emily R.","Kadete, Elechi M.","MacArthur, William","Mitros, Piotr Flawiusz","Nolan, Patricia M.","Weinstein, David J.","Fantini, Alfred B.","Kelly, Kathleen M.","Bowman, Manikka L.","Kimbrough, Laurance V.","Crutchfield, Jake W.","Cronin, Fran A."
11424,"Fantini, Alfred B.","Bowman, Manikka L.","Weinstein, David J.","Kadete, Elechi M.","Cronin, Fran A.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped
11425,"Cronin, Fran A.","Nolan, Patricia M.","Dexter, Emily R.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11426,"Crutchfield, Jake W.","Kadete, Elechi M.","Cronin, Fran A.","Nolan, Patricia M.","Dexter, Emily R.","Mitros, Piotr Flawiusz","Weinstein, David J.","Kimbrough, Laurance V.","MacArthur, William",skipped,skipped,skipped
11427,"Cronin, Fran A.","Nolan, Patricia M.","Dexter, Emily R.","Crutchfield, Jake W.","MacArthur, William","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
11428,"Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11429,"Fantini, Alfred B.","Cronin, Fran A.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
11430,"Fantini, Alfred B.","Mitros, Piotr Flawiusz","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11431,"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11432,"Nolan, Patricia M.","Kimbrough, Laurance V.","Crutchfield, Jake W.","MacArthur, William","Weinstein, David J.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped
11433,"Kelly, Kathleen M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
11434,"Fantini, Alfred B.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11435,"Kimbrough, Laurance V.","Cronin, Fran A.","Crutchfield, Jake W.","Fantini, Alfred B.","MacArthur, William","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped
11436,"Kimbrough, Laurance V.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11437,"Nolan, Patricia M.","Bowman, Manikka L.","Fantini, Alfred B.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11438,"Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11439,"Kimbrough, Laurance V.","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11440,"Fantini, Alfred B.","Kimbrough, Laurance V.","Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran A.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
11441,"Bowman, Manikka L.","Kimbrough, Laurance V.","Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11442,"Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.","MacArthur, William","Cronin, Fran A.","Crutchfield, Jake W.","Weinstein, David J.","Kadete, Elechi M.","Kimbrough, Laurance V.","Mitros, Piotr Flawiusz"
11443,"Kimbrough, Laurance V.","Bowman, Manikka L.","Kadete, Elechi M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11444,"Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11445,"Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11446,"Cronin, Fran A.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11447,"Kimbrough, Laurance V.","Weinstein, David J.","Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.","Fantini, Alfred B.","Kadete, Elechi M.","Mitros, Piotr Flawiusz","MacArthur, William","Nolan, Patricia M.","Crutchfield, Jake W.","Cronin, Fran A."
11448,"Dexter, Emily R.","Crutchfield, Jake W.","Nolan, Patricia M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11449,"Kimbrough, Laurance V.","Bowman, Manikka L.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11450,"Kimbrough, Laurance V.","Bowman, Manikka L.","Fantini, Alfred B.","Nolan, Patricia M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11451,"Nolan, Patricia M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11452,"Weinstein, David J.","Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11453,"Cronin, Fran A.","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11454,"Nolan, Patricia M.","Fantini, Alfred B.","Dexter, Emily R.","Kadete, Elechi M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11455,"Bowman, Manikka L.","Nolan, Patricia M.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11456,"MacArthur, William","Kimbrough, Laurance V.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11457,"Kelly, Kathleen M.","Fantini, Alfred B.","Nolan, Patricia M.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11458,"Nolan, Patricia M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11459,"Kadete, Elechi M.","Fantini, Alfred B.","Weinstein, David J.","Crutchfield, Jake W.","Mitros, Piotr Flawiusz",skipped,"Cronin, Fran A.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped
11460,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11461,"Bowman, Manikka L.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11462,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11463,"MacArthur, William","Nolan, Patricia M.","Kadete, Elechi M.","Weinstein, David J.","Dexter, Emily R.","Crutchfield, Jake W.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped
11464,"Kelly, Kathleen M.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11465,"Cronin, Fran A.","Kelly, Kathleen M.","Mitros, Piotr Flawiusz","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11466,"Kimbrough, Laurance V.","Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran A.","Weinstein, David J.","Dexter, Emily R.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
11467,"Kimbrough, Laurance V.","Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11468,"Nolan, Patricia M.","Weinstein, David J.","Dexter, Emily R.","Fantini, Alfred B.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11469,"Bowman, Manikka L.","Kadete, Elechi M.","Cronin, Fran A.","Nolan, Patricia M.","Crutchfield, Jake W.","Mitros, Piotr Flawiusz","Weinstein, David J.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped
11470,"Nolan, Patricia M.","Dexter, Emily R.","Crutchfield, Jake W.","Mitros, Piotr Flawiusz","Weinstein, David J.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped
11471,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11472,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11473,"Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11474,"Weinstein, David J.","Kadete, Elechi M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.","Crutchfield, Jake W.","MacArthur, William","Mitros, Piotr Flawiusz","Nolan, Patricia M.",skipped,skipped
11475,"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11476,"Cronin, Fran A.","Weinstein, David J.","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11477,"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11478,"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11479,"Weinstein, David J.","Kadete, Elechi M.","Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.","Fantini, Alfred B.","Kelly, Kathleen M.","Mitros, Piotr Flawiusz","Kimbrough, Laurance V.","MacArthur, William","Crutchfield, Jake W.","Cronin, Fran A."
11480,"Nolan, Patricia M.","MacArthur, William","Kelly, Kathleen M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
11481,"Bowman, Manikka L.","Dexter, Emily R.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11482,"Dexter, Emily R.","Cronin, Fran A.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11483,"Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.","Cronin, Fran A.","Kimbrough, Laurance V.","Crutchfield, Jake W.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
11484,"Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran A.","Crutchfield, Jake W.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
11485,"Dexter, Emily R.","Kelly, Kathleen M.","Fantini, Alfred B.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11486,"Bowman, Manikka L.","Weinstein, David J.","Kadete, Elechi M.","Kelly, Kathleen M.","Kimbrough, Laurance V.","Nolan, Patricia M.","Mitros, Piotr Flawiusz","MacArthur, William","Cronin, Fran A.","Crutchfield, Jake W.","Dexter, Emily R.","Fantini, Alfred B."
11487,"Kimbrough, Laurance V.","Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11488,"Cronin, Fran A.","Bowman, Manikka L.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11489,"Fantini, Alfred B.","Nolan, Patricia M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11490,"Cronin, Fran A.","Bowman, Manikka L.","Nolan, Patricia M.","Kimbrough, Laurance V.","Dexter, Emily R.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped
11491,"Nolan, Patricia M.","Kimbrough, Laurance V.","Weinstein, David J.","Mitros, Piotr Flawiusz","MacArthur, William","Cronin, Fran A.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped
11492,"Kimbrough, Laurance V.","Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11493,"Nolan, Patricia M.","Dexter, Emily R.","Kimbrough, Laurance V.","MacArthur, William","Cronin, Fran A.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
11494,"Nolan, Patricia M.","Kimbrough, Laurance V.","Fantini, Alfred B.","Cronin, Fran A.","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
11495,"Bowman, Manikka L.","Cronin, Fran A.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11496,"Bowman, Manikka L.","Cronin, Fran A.","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11497,"Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11498,"Nolan, Patricia M.","Cronin, Fran A.","Bowman, Manikka L.","Kelly, Kathleen M.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
11499,"Kelly, Kathleen M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11500,"Crutchfield, Jake W.","Cronin, Fran A.","Weinstein, David J.","Dexter, Emily R.","MacArthur, William","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
11501,"Crutchfield, Jake W.","Cronin, Fran A.","Kimbrough, Laurance V.","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11502,"Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran A.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11503,"Nolan, Patricia M.","MacArthur, William","Bowman, Manikka L.","Dexter, Emily R.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11504,"Weinstein, David J.","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran A.","Crutchfield, Jake W.","Fantini, Alfred B.","Kadete, Elechi M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Bowman, Manikka L."
11505,"Kelly, Kathleen M.","Cronin, Fran A.","Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11506,"Bowman, Manikka L.","Nolan, Patricia M.","Kelly, Kathleen M.","Crutchfield, Jake W.","Dexter, Emily R.","Fantini, Alfred B.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped
11507,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11508,"Nolan, Patricia M.","Weinstein, David J.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11509,"Nolan, Patricia M.","Kimbrough, Laurance V.","Dexter, Emily R.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11510,"Cronin, Fran A.","MacArthur, William","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11511,"Nolan, Patricia M.","Fantini, Alfred B.","Kelly, Kathleen M.","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped
11512,"Nolan, Patricia M.","Mitros, Piotr Flawiusz","Weinstein, David J.","MacArthur, William","Kimbrough, Laurance V.","Dexter, Emily R.","Crutchfield, Jake W.","Kadete, Elechi M.","Cronin, Fran A.","Bowman, Manikka L.",skipped,skipped
11513,"Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11514,"Nolan, Patricia M.","Cronin, Fran A.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11515,"Bowman, Manikka L.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11516,"Bowman, Manikka L.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11517,"Fantini, Alfred B.","Kimbrough, Laurance V.","MacArthur, William","Weinstein, David J.","Cronin, Fran A.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped
11518,"Mitros, Piotr Flawiusz","Weinstein, David J.","Nolan, Patricia M.","MacArthur, William","Crutchfield, Jake W.","Dexter, Emily R.","Kadete, Elechi M.","Cronin, Fran A.",skipped,skipped,skipped,skipped
11519,"Kelly, Kathleen M.","Bowman, Manikka L.","Fantini, Alfred B.","Cronin, Fran A.","Crutchfield, Jake W.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
11520,"Bowman, Manikka L.","Dexter, Emily R.","Kadete, Elechi M.","Fantini, Alfred B.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
11521,"Kelly, Kathleen M.","Weinstein, David J.","Kadete, Elechi M.","Crutchfield, Jake W.","Cronin, Fran A.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
11522,"Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11523,"Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.","Kimbrough, Laurance V.","Cronin, Fran A.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
11524,"Fantini, Alfred B.","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11525,"Cronin, Fran A.","Kadete, Elechi M.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11526,"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11527,"Crutchfield, Jake W.","Nolan, Patricia M.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11528,"Nolan, Patricia M.","Crutchfield, Jake W.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11529,"Fantini, Alfred B.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11530,"Mitros, Piotr Flawiusz","Cronin, Fran A.","Fantini, Alfred B.","Crutchfield, Jake W.","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
11531,"Dexter, Emily R.","Cronin, Fran A.","Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
11532,"Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11533,"Bowman, Manikka L.","Cronin, Fran A.","Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Fantini, Alfred B.","Weinstein, David J.","Mitros, Piotr Flawiusz","MacArthur, William","Crutchfield, Jake W.","Kadete, Elechi M.","Kimbrough, Laurance V."
11534,"Cronin, Fran A.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
11535,"Kelly, Kathleen M.","Weinstein, David J.","Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran A.","Crutchfield, Jake W.","Kimbrough, Laurance V.","MacArthur, William","Dexter, Emily R.","Fantini, Alfred B.","Kadete, Elechi M.","Mitros, Piotr Flawiusz"
11536,"Fantini, Alfred B.","Cronin, Fran A.","Kelly, Kathleen M.","Bowman, Manikka L.","Nolan, Patricia M.","Dexter, Emily R.","Crutchfield, Jake W.","Kadete, Elechi M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Weinstein, David J."
11537,"Kimbrough, Laurance V.","Bowman, Manikka L.","Kelly, Kathleen M.","Cronin, Fran A.","Nolan, Patricia M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
11538,"Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
