ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19
6502,"Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6503,"Toomey, Timothy J., Jr.","Dixon, Vincent Lawrence","Davis, Henrietta","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6504,"Reeves, Kenneth E.","King, Ethridge A.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6505,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6506,"Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6507,"Galluccio, Anthony D.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Michael A.","Reeves, Kenneth E.","Davis, Henrietta","Hall, Robert L.","Condit, James E., III","Iskovitz, Steve","Murphy, Brian","Peixoto, Helder","Jens, Steven E.",skipped,skipped,skipped,skipped,skipped,skipped
6508,"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Davis, Henrietta","Pitkin, John","King, Ethridge A.","Murphy, Brian","Galluccio, Anthony D.","Reeves, Kenneth E.","Maher, David P.","Sullivan, Michael A.","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6509,"Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6510,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Reeves, Kenneth E.","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6511,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6512,"Toomey, Timothy J., Jr.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6513,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6514,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6515,"Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Maher, David P.","Simmons, Denise","Sullivan, Michael A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6516,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6517,"Galluccio, Anthony D.","Pitkin, John","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Simmons, Denise","Decker, Marjorie C.","Davis, Henrietta","Hall, Robert L.","Horowitz, Jacob","Jens, Steven E.","Iskovitz, Steve","King, Ethridge A.","Condit, James E., III","Murphy, Brian","Maher, David P.","Dixon, Vincent Lawrence","Peixoto, Helder","Reeves, Kenneth E.","Williamson, James M."
6518,"Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6519,"Jens, Steven E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6520,"Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6521,"Galluccio, Anthony D.","Peixoto, Helder","Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6522,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6523,"Maher, David P.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6524,"Peixoto, Helder","Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6525,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6526,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.","Maher, David P.","Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.","Pitkin, John","Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6527,"Decker, Marjorie C.","Maher, David P.","Simmons, Denise","Davis, Henrietta","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6528,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6529,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6530,"Decker, Marjorie C.","Maher, David P.","Simmons, Denise","Davis, Henrietta","King, Ethridge A.","Toomey, Timothy J., Jr.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6531,overvote,"Condit, James E., III",skipped,"Davis, Henrietta",skipped,skipped,"Decker, Marjorie C.","Jens, Steven E.","Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6532,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6533,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6534,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6535,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6536,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6537,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6538,"Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6539,"Davis, Henrietta","Simmons, Denise","Murphy, Brian","Decker, Marjorie C.","Galluccio, Anthony D.","Reeves, Kenneth E.","Pitkin, John","King, Ethridge A.","Horowitz, Jacob","Dixon, Vincent Lawrence","Maher, David P.","Peixoto, Helder","Sullivan, Michael A.","Iskovitz, Steve",skipped,skipped,skipped,skipped,skipped
6540,"Peixoto, Helder","Toomey, Timothy J., Jr.","Dixon, Vincent Lawrence","Sullivan, Michael A.","Decker, Marjorie C.","Reeves, Kenneth E.","Maher, David P.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6541,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6542,"Toomey, Timothy J., Jr.","Peixoto, Helder","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6543,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6544,"Simmons, Denise","Reeves, Kenneth E.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Murphy, Brian","Maher, David P.",overvote,skipped,"Davis, Henrietta","Condit, James E., III","Decker, Marjorie C.","Williamson, James M.","Horowitz, Jacob",skipped,"Iskovitz, Steve","Jens, Steven E.","King, Ethridge A.",skipped,skipped
6545,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6546,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6547,"Sullivan, Michael A.","Reeves, Kenneth E.","King, Ethridge A.","Hall, Robert L.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6548,"Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Simmons, Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6549,"Sullivan, Michael A.","Hall, Robert L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6550,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta","Horowitz, Jacob","Condit, James E., III","Hall, Robert L.","Iskovitz, Steve","Jens, Steven E.","Maher, David P.","King, Ethridge A.","Murphy, Brian","Peixoto, Helder","Pitkin, John","Reeves, Kenneth E.","Williamson, James M.",skipped,skipped
6551,"Simmons, Denise","Reeves, Kenneth E.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6552,"Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6553,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.","Davis, Henrietta","Simmons, Denise","King, Ethridge A.","Decker, Marjorie C.","Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6554,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Maher, David P.","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6555,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6556,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Michael A.","Reeves, Kenneth E.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6557,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6558,"Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6559,"Horowitz, Jacob","Iskovitz, Steve","King, Ethridge A.","Pitkin, John","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Hall, Robert L.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6560,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6561,"Decker, Marjorie C.","Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Maher, David P.","Dixon, Vincent Lawrence","Hall, Robert L.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6562,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Decker, Marjorie C.","Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6563,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6564,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6565,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6566,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6567,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6568,skipped,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6569,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6570,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6571,"Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6572,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6573,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6574,"Toomey, Timothy J., Jr.","Peixoto, Helder","Simmons, Denise","Dixon, Vincent Lawrence","Galluccio, Anthony D.","Jens, Steven E.","Iskovitz, Steve","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6575,"Toomey, Timothy J., Jr.","Maher, David P.",skipped,"Galluccio, Anthony D.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6576,skipped,"Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6577,"Sullivan, Michael A.",skipped,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6578,"Toomey, Timothy J., Jr.","Jens, Steven E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6579,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6580,"Reeves, Kenneth E.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Simmons, Denise","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6581,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Reeves, Kenneth E.","Galluccio, Anthony D.","Maher, David P.","Condit, James E., III","Hall, Robert L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6582,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6583,"Sullivan, Michael A.","Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6584,"Decker, Marjorie C.","Reeves, Kenneth E.","Peixoto, Helder","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Dixon, Vincent Lawrence","Horowitz, Jacob","Maher, David P.","Murphy, Brian","Jens, Steven E.","Iskovitz, Steve","King, Ethridge A.","Condit, James E., III","Williamson, James M.","Sullivan, Michael A.","Simmons, Denise","Pitkin, John",skipped,skipped
6585,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6586,"Toomey, Timothy J., Jr.","Dixon, Vincent Lawrence",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6587,"Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6588,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6589,"Maher, David P.","Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6590,"Decker, Marjorie C.","Simmons, Denise","Galluccio, Anthony D.","Reeves, Kenneth E.","Davis, Henrietta","Iskovitz, Steve","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6591,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Simmons, Denise","Sullivan, Michael A.","Decker, Marjorie C.","Maher, David P.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6592,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Reeves, Kenneth E.","Galluccio, Anthony D.","Condit, James E., III","Maher, David P.","Murphy, Brian","Hall, Robert L.","Horowitz, Jacob","Jens, Steven E.","Iskovitz, Steve","King, Ethridge A.","Peixoto, Helder","Pitkin, John","Simmons, Denise","Williamson, James M.","Davis, Henrietta","Decker, Marjorie C.","Dixon, Vincent Lawrence"
6593,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6594,"Toomey, Timothy J., Jr.","Peixoto, Helder","Condit, James E., III","Williamson, James M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6595,"Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6596,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6597,"Maher, David P.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6598,"Galluccio, Anthony D.","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Simmons, Denise","Pitkin, John","Murphy, Brian","Horowitz, Jacob","Hall, Robert L.","Dixon, Vincent Lawrence","Decker, Marjorie C.","Davis, Henrietta","Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,skipped
6599,"Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6600,overvote,overvote,skipped,skipped,"Toomey, Timothy J., Jr.",skipped,skipped,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6601,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Williamson, James M.","Galluccio, Anthony D.","Condit, James E., III","Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.","Dixon, Vincent Lawrence","Hall, Robert L.","Iskovitz, Steve","Horowitz, Jacob","Jens, Steven E.","King, Ethridge A.","Maher, David P.","Peixoto, Helder","Murphy, Brian","Pitkin, John",skipped
6602,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Decker, Marjorie C.","Dixon, Vincent Lawrence",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6603,"Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6604,"Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Maher, David P.","Jens, Steven E.","Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6605,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6606,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Sullivan, Michael A.","Condit, James E., III","Davis, Henrietta","Decker, Marjorie C.","King, Ethridge A.","Murphy, Brian","Peixoto, Helder","Pitkin, John","Dixon, Vincent Lawrence",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6607,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6608,"Iskovitz, Steve","Toomey, Timothy J., Jr.","Simmons, Denise","Peixoto, Helder","Davis, Henrietta","Galluccio, Anthony D.","Pitkin, John","Decker, Marjorie C.","Dixon, Vincent Lawrence","Condit, James E., III","Horowitz, Jacob","Hall, Robert L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
6609,"Galluccio, Anthony D.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Condit, James E., III","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6610,"Toomey, Timothy J., Jr.","Davis, Henrietta","Sullivan, Michael A.","Murphy, Brian","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6611,"Reeves, Kenneth E.","Simmons, Denise","Galluccio, Anthony D.","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6612,"Reeves, Kenneth E.","Simmons, Denise","King, Ethridge A.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6613,"Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6614,"Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6615,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Decker, Marjorie C.","Maher, David P.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6616,"Simmons, Denise","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6617,"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6618,"Simmons, Denise","Davis, Henrietta","Horowitz, Jacob","Reeves, Kenneth E.","King, Ethridge A.","Iskovitz, Steve","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6619,"Davis, Henrietta","Pitkin, John","Simmons, Denise","Horowitz, Jacob","Iskovitz, Steve","Jens, Steven E.","King, Ethridge A.","Maher, David P.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
6620,"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
