ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19
14939,"Reeves, Kenneth E.","King, Ethridge A.","Decker, Marjorie C.","Davis, Henrietta","Maher, David P.","Murphy, Brian","Peixoto, Helder","Simmons, Denise","Pitkin, John",skipped,skipped,skipped,skipped,"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Condit, James E., III","Iskovitz, Steve","Galluccio, Anthony D.","Williamson, James M."
14940,"Decker, Marjorie C.","Reeves, Kenneth E.","Murphy, Brian","King, Ethridge A.","Davis, Henrietta","Simmons, Denise","Maher, David P.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Peixoto, Helder","Pitkin, John","Horowitz, Jacob","Hall, Robert L.",skipped,skipped,skipped,skipped,skipped,skipped
14941,"Davis, Henrietta","Murphy, Brian","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14942,"Jens, Steven E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14943,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14944,"Pitkin, John","Davis, Henrietta","Simmons, Denise","Murphy, Brian","King, Ethridge A.","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14945,"Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Decker, Marjorie C.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14946,"Pitkin, John","Simmons, Denise","Maher, David P.","Galluccio, Anthony D.","Decker, Marjorie C.","Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14947,"Murphy, Brian","Pitkin, John","Decker, Marjorie C.","Simmons, Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14948,"Murphy, Brian","Decker, Marjorie C.","Peixoto, Helder","Simmons, Denise","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,"Jens, Steven E."
14949,"Simmons, Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Maher, David P.","Sullivan, Michael A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14950,"Pitkin, John","Murphy, Brian","Simmons, Denise","King, Ethridge A.","Davis, Henrietta","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14951,"Decker, Marjorie C.","Sullivan, Michael A.","King, Ethridge A.","Reeves, Kenneth E.","Davis, Henrietta","Hall, Robert L.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14952,"Murphy, Brian","Pitkin, John","Davis, Henrietta","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14953,"Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14954,"Davis, Henrietta","Simmons, Denise","Dixon, Vincent Lawrence",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14955,"Simmons, Denise","Reeves, Kenneth E.","Galluccio, Anthony D.","Dixon, Vincent Lawrence","Decker, Marjorie C.","King, Ethridge A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14956,"Condit, James E., III","Pitkin, John","Davis, Henrietta","Galluccio, Anthony D.","Simmons, Denise","Sullivan, Michael A.","Reeves, Kenneth E.","Murphy, Brian","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14957,"Davis, Henrietta","Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14958,"Davis, Henrietta","Murphy, Brian","Galluccio, Anthony D.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14959,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Reeves, Kenneth E.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14960,"Hall, Robert L.","Murphy, Brian","Maher, David P.","Simmons, Denise","King, Ethridge A.","Decker, Marjorie C.","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14961,"Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14962,"Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Maher, David P.","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14963,"Davis, Henrietta","Murphy, Brian","Pitkin, John","Decker, Marjorie C.","Dixon, Vincent Lawrence","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14964,"Decker, Marjorie C.","Murphy, Brian","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Hall, Robert L.","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14965,"Murphy, Brian","Horowitz, Jacob","Pitkin, John","Davis, Henrietta","King, Ethridge A.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14966,"Pitkin, John","Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14967,"Pitkin, John","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14968,"Davis, Henrietta","Murphy, Brian","Simmons, Denise","Reeves, Kenneth E.","Pitkin, John","King, Ethridge A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14969,"Pitkin, John","Davis, Henrietta","Decker, Marjorie C.","Simmons, Denise","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14970,"Davis, Henrietta","Murphy, Brian","Decker, Marjorie C.","King, Ethridge A.","Simmons, Denise","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14971,"Galluccio, Anthony D.","Pitkin, John","King, Ethridge A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14972,"Davis, Henrietta","Galluccio, Anthony D.","Murphy, Brian","Sullivan, Michael A.","Maher, David P.","Horowitz, Jacob","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14973,"Davis, Henrietta","Horowitz, Jacob","King, Ethridge A.","Murphy, Brian","Peixoto, Helder","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14974,"Murphy, Brian","Pitkin, John","King, Ethridge A.","Horowitz, Jacob","Davis, Henrietta","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14975,"Davis, Henrietta","Murphy, Brian","King, Ethridge A.","Simmons, Denise","Pitkin, John","Horowitz, Jacob","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14976,"Davis, Henrietta","Murphy, Brian","Pitkin, John","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14977,"Davis, Henrietta","Horowitz, Jacob","King, Ethridge A.","Murphy, Brian","Pitkin, John","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14978,"Dixon, Vincent Lawrence","Pitkin, John","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14979,"Murphy, Brian","Davis, Henrietta","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14980,"Iskovitz, Steve","Decker, Marjorie C.","Simmons, Denise","Murphy, Brian","Reeves, Kenneth E.","Davis, Henrietta","Pitkin, John","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14981,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14982,"Davis, Henrietta","Murphy, Brian","Simmons, Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14983,"Murphy, Brian","Decker, Marjorie C.","Reeves, Kenneth E.","Davis, Henrietta","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14984,"Davis, Henrietta","Galluccio, Anthony D.","Murphy, Brian","Simmons, Denise","Pitkin, John","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14985,"Davis, Henrietta","Galluccio, Anthony D.","Simmons, Denise","Horowitz, Jacob","Murphy, Brian","Pitkin, John","King, Ethridge A.","Maher, David P.","Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14986,"Simmons, Denise","Davis, Henrietta","Murphy, Brian","King, Ethridge A.","Horowitz, Jacob","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14987,"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14988,"Murphy, Brian","Pitkin, John","Davis, Henrietta","King, Ethridge A.","Horowitz, Jacob","Simmons, Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14989,"Murphy, Brian","Davis, Henrietta","Pitkin, John","King, Ethridge A.","Horowitz, Jacob","Simmons, Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,"Jens, Steven E."
14990,"Horowitz, Jacob","King, Ethridge A.","Murphy, Brian","Pitkin, John","Simmons, Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14991,"Davis, Henrietta","Pitkin, John","Simmons, Denise","Murphy, Brian","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14992,"Davis, Henrietta","Simmons, Denise","Murphy, Brian","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14993,"Pitkin, John","Murphy, Brian","Horowitz, Jacob","Simmons, Denise","King, Ethridge A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14994,"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14995,"Murphy, Brian","Davis, Henrietta","King, Ethridge A.","Pitkin, John","Simmons, Denise","Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14996,"Galluccio, Anthony D.","Reeves, Kenneth E.","Davis, Henrietta","Maher, David P.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14997,"Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14998,"Murphy, Brian","Pitkin, John","King, Ethridge A.","Davis, Henrietta","Galluccio, Anthony D.","Simmons, Denise","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14999,"Murphy, Brian","Pitkin, John","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15000,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15001,"Davis, Henrietta","Simmons, Denise",skipped,"Murphy, Brian","Reeves, Kenneth E.","Iskovitz, Steve",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15002,"Murphy, Brian","Davis, Henrietta","King, Ethridge A.","Simmons, Denise","Horowitz, Jacob","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15003,"Murphy, Brian","Maher, David P.","Pitkin, John","Reeves, Kenneth E.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15004,"Murphy, Brian","Pitkin, John","Simmons, Denise","Davis, Henrietta","Horowitz, Jacob","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15005,"Murphy, Brian","Galluccio, Anthony D.","Davis, Henrietta","Decker, Marjorie C.","Sullivan, Michael A.","Simmons, Denise","Peixoto, Helder","King, Ethridge A.","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15006,"Murphy, Brian","Pitkin, John","Simmons, Denise","Davis, Henrietta","Horowitz, Jacob","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15007,"Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15008,overvote,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15009,"Simmons, Denise","Murphy, Brian","Pitkin, John","Williamson, James M.","Iskovitz, Steve","Davis, Henrietta","Horowitz, Jacob","King, Ethridge A.","Reeves, Kenneth E.","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15010,"Murphy, Brian","Pitkin, John","Davis, Henrietta","Simmons, Denise","Horowitz, Jacob","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15011,"Davis, Henrietta","King, Ethridge A.","Pitkin, John","Simmons, Denise","Horowitz, Jacob","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15012,"Murphy, Brian","Pitkin, John","King, Ethridge A.","Davis, Henrietta","Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15013,"Murphy, Brian","Pitkin, John","Davis, Henrietta","Decker, Marjorie C.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15014,"Davis, Henrietta","Murphy, Brian","Pitkin, John","Simmons, Denise","King, Ethridge A.","Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15015,"Dixon, Vincent Lawrence","Jens, Steven E.","Williamson, James M.","King, Ethridge A.","Hall, Robert L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15016,"Davis, Henrietta","Pitkin, John","Murphy, Brian","Horowitz, Jacob","King, Ethridge A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15017,"Pitkin, John","Simmons, Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15018,"Pitkin, John","Simmons, Denise","Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15019,"Davis, Henrietta","Pitkin, John","Murphy, Brian","King, Ethridge A.","Horowitz, Jacob","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15020,"Murphy, Brian","Davis, Henrietta","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15021,"Reeves, Kenneth E.","Condit, James E., III","Galluccio, Anthony D.","Murphy, Brian","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15022,"Pitkin, John","Williamson, James M.","Dixon, Vincent Lawrence","Davis, Henrietta","Simmons, Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15023,"Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
15024,"Simmons, Denise","Decker, Marjorie C.","Reeves, Kenneth E.","Murphy, Brian","Galluccio, Anthony D.","Sullivan, Michael A.","Pitkin, John","Toomey, Timothy J., Jr.","Davis, Henrietta","King, Ethridge A.",skipped,"Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,skipped,skipped
