ranks,ballotID,rank1,rank2,rank3,rank4,rank5
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped']",123,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped']",124,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,skipped,skipped
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",125,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",126,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'skipped', 'skipped']",127,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped']",128,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,skipped,skipped
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",129,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",130,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'SCOTT PINKHAM', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL']",131,DOUG WELTON,SCOTT PINKHAM,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'LINDA CARTER', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL']",132,DOUG WELTON,LINDA CARTER,SCOTT PINKHAM,BRIAN V. HULET,CARY KENNETH STOCKWELL
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'BRIAN V. HULET']",133,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,BRIAN V. HULET
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",134,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",135,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",136,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",137,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",138,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,skipped,skipped
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",139,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'SCOTT PINKHAM']",140,CARY KENNETH STOCKWELL,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,SCOTT PINKHAM
"['CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER']",141,CARY KENNETH STOCKWELL,SCOTT PINKHAM,DOUG WELTON,BRIAN V. HULET,LINDA CARTER
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'LINDA CARTER']",142,CARY KENNETH STOCKWELL,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,LINDA CARTER
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM']",143,LINDA CARTER,CARY KENNETH STOCKWELL,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",144,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",145,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'skipped', 'skipped', 'skipped', 'skipped']",146,BRIAN V. HULET,skipped,skipped,skipped,skipped
"['DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'BRIAN V. HULET']",147,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM,BRIAN V. HULET
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER', 'BRIAN V. HULET']",148,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER,BRIAN V. HULET
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM']",149,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",150,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM']",151,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'skipped']",152,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'skipped']",153,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,skipped
"['DOUG WELTON', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",154,DOUG WELTON,SCOTT PINKHAM,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM']",155,LINDA CARTER,CARY KENNETH STOCKWELL,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM
"['DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",156,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL,skipped,skipped
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM']",157,LINDA CARTER,CARY KENNETH STOCKWELL,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM
"['BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",158,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'skipped', 'skipped']",159,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,skipped,skipped
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'skipped', 'skipped']",160,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",161,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",162,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",163,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",164,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'SCOTT PINKHAM', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL']",165,DOUG WELTON,SCOTT PINKHAM,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'SCOTT PINKHAM', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL']",166,DOUG WELTON,SCOTT PINKHAM,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",167,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",168,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['LINDA CARTER', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'DOUG WELTON']",169,LINDA CARTER,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,DOUG WELTON
"['BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",170,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",171,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",172,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",173,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",174,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",175,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",176,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'BRIAN V. HULET', 'skipped', 'skipped', 'skipped']",177,LINDA CARTER,BRIAN V. HULET,skipped,skipped,skipped
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM']",178,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM
"['LINDA CARTER', 'skipped', 'skipped', 'skipped', 'skipped']",179,LINDA CARTER,skipped,skipped,skipped,skipped
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",180,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",181,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM']",182,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM']",183,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM
"['skipped', 'skipped', 'skipped', 'skipped', 'skipped']",184,skipped,skipped,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped', 'skipped', 'skipped']",185,skipped,skipped,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped', 'skipped', 'skipped']",186,skipped,skipped,skipped,skipped,skipped
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'LINDA CARTER', 'skipped']",187,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,LINDA CARTER,skipped
"['DOUG WELTON', 'SCOTT PINKHAM', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL']",188,DOUG WELTON,SCOTT PINKHAM,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL
"['LINDA CARTER', 'SCOTT PINKHAM', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET']",189,LINDA CARTER,SCOTT PINKHAM,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM']",190,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM
"['DOUG WELTON', 'LINDA CARTER', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET']",191,DOUG WELTON,LINDA CARTER,SCOTT PINKHAM,CARY KENNETH STOCKWELL,BRIAN V. HULET
"['DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM']",192,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM
"['BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",193,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",194,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",195,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'skipped', 'skipped']",196,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'LINDA CARTER', 'CARY KENNETH STOCKWELL']",197,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,LINDA CARTER,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",198,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM']",199,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM
"['LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'DOUG WELTON', 'SCOTT PINKHAM']",200,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL,DOUG WELTON,SCOTT PINKHAM
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",201,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",202,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",203,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'DOUG WELTON']",204,LINDA CARTER,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,DOUG WELTON
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'DOUG WELTON']",205,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM,BRIAN V. HULET,DOUG WELTON
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM', 'DOUG WELTON', 'BRIAN V. HULET']",206,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM,DOUG WELTON,BRIAN V. HULET
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'skipped', 'skipped']",207,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,skipped,skipped
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM']",208,CARY KENNETH STOCKWELL,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",209,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'skipped', 'CARY KENNETH STOCKWELL']",210,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,skipped,CARY KENNETH STOCKWELL
"['CARY KENNETH STOCKWELL', 'DOUG WELTON', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'LINDA CARTER']",211,CARY KENNETH STOCKWELL,DOUG WELTON,BRIAN V. HULET,SCOTT PINKHAM,LINDA CARTER
"['CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER']",212,CARY KENNETH STOCKWELL,SCOTT PINKHAM,DOUG WELTON,BRIAN V. HULET,LINDA CARTER
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",213,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['LINDA CARTER', 'DOUG WELTON', 'BRIAN V. HULET', 'skipped', 'skipped']",214,LINDA CARTER,DOUG WELTON,BRIAN V. HULET,skipped,skipped
"['DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'skipped']",215,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL,BRIAN V. HULET,skipped
"['BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",216,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL,LINDA CARTER
"['LINDA CARTER', 'BRIAN V. HULET', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL', 'DOUG WELTON']",217,LINDA CARTER,BRIAN V. HULET,SCOTT PINKHAM,CARY KENNETH STOCKWELL,DOUG WELTON
"['DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'BRIAN V. HULET', 'SCOTT PINKHAM']",218,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,BRIAN V. HULET,SCOTT PINKHAM
"['BRIAN V. HULET', 'LINDA CARTER', 'DOUG WELTON', 'skipped', 'skipped']",219,BRIAN V. HULET,LINDA CARTER,DOUG WELTON,skipped,skipped
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped']",220,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,skipped,skipped
"['skipped', 'skipped', 'skipped', 'skipped', 'skipped']",221,skipped,skipped,skipped,skipped,skipped
"['LINDA CARTER', 'BRIAN V. HULET', 'DOUG WELTON', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",222,LINDA CARTER,BRIAN V. HULET,DOUG WELTON,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",223,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'skipped', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",224,DOUG WELTON,BRIAN V. HULET,skipped,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",225,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",226,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['BRIAN V. HULET', 'DOUG WELTON', 'LINDA CARTER', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",227,BRIAN V. HULET,DOUG WELTON,LINDA CARTER,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['SCOTT PINKHAM', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'BRIAN V. HULET']",228,SCOTT PINKHAM,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER,BRIAN V. HULET
"['DOUG WELTON', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'skipped', 'skipped']",229,DOUG WELTON,SCOTT PINKHAM,BRIAN V. HULET,skipped,skipped
"['BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped', 'skipped']",230,BRIAN V. HULET,LINDA CARTER,skipped,skipped,skipped
"['BRIAN V. HULET', 'LINDA CARTER', 'skipped', 'skipped', 'skipped']",231,BRIAN V. HULET,LINDA CARTER,skipped,skipped,skipped
"['LINDA CARTER', 'DOUG WELTON', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL']",232,LINDA CARTER,DOUG WELTON,SCOTT PINKHAM,BRIAN V. HULET,CARY KENNETH STOCKWELL
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",233,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'LINDA CARTER']",234,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,LINDA CARTER
"['LINDA CARTER', 'BRIAN V. HULET', 'skipped', 'skipped', 'skipped']",235,LINDA CARTER,BRIAN V. HULET,skipped,skipped,skipped
"['DOUG WELTON', 'LINDA CARTER', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM']",236,DOUG WELTON,LINDA CARTER,BRIAN V. HULET,CARY KENNETH STOCKWELL,SCOTT PINKHAM
"['DOUG WELTON', 'BRIAN V. HULET', 'LINDA CARTER', 'SCOTT PINKHAM', 'CARY KENNETH STOCKWELL']",237,DOUG WELTON,BRIAN V. HULET,LINDA CARTER,SCOTT PINKHAM,CARY KENNETH STOCKWELL
"['CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM', 'BRIAN V. HULET', 'DOUG WELTON']",238,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM,BRIAN V. HULET,DOUG WELTON
"['SCOTT PINKHAM', 'BRIAN V. HULET', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'LINDA CARTER']",239,SCOTT PINKHAM,BRIAN V. HULET,DOUG WELTON,CARY KENNETH STOCKWELL,LINDA CARTER
"['DOUG WELTON', 'BRIAN V. HULET', 'CARY KENNETH STOCKWELL', 'LINDA CARTER', 'SCOTT PINKHAM']",240,DOUG WELTON,BRIAN V. HULET,CARY KENNETH STOCKWELL,LINDA CARTER,SCOTT PINKHAM
"['LINDA CARTER', 'DOUG WELTON', 'CARY KENNETH STOCKWELL', 'SCOTT PINKHAM', 'BRIAN V. HULET']",241,LINDA CARTER,DOUG WELTON,CARY KENNETH STOCKWELL,SCOTT PINKHAM,BRIAN V. HULET
