ballotID,rank1,rank2,rank3,rank4
384,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
385,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
386,Larry Edwards,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido
387,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
388,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
389,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
390,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
391,Larry Edwards,Larry Edwards,Larry Edwards,Larry Edwards
392,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
393,Mary Hall-Rayford,Harvey Curley,writein,writein
394,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
395,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
396,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
397,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
398,Larry Edwards,Sarah A. Lucido,skipped,skipped
399,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
400,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
401,Larry Edwards,Harvey Curley,Harvey Curley,Larry Edwards
402,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
403,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
404,Larry Edwards,Harvey Curley,skipped,skipped
405,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
406,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
407,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
408,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
409,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
410,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
411,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
412,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
413,Larry Edwards,Larry Edwards,Larry Edwards,Larry Edwards
414,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
415,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
416,Sarah A. Lucido,skipped,skipped,skipped
417,Larry Edwards,skipped,skipped,skipped
418,Larry Edwards,skipped,skipped,skipped
419,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
420,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
421,Larry Edwards,Larry Edwards,Larry Edwards,Larry Edwards
422,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
423,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Larry Edwards
424,Sarah A. Lucido,skipped,skipped,skipped
425,Mary Hall-Rayford,skipped,skipped,skipped
426,Larry Edwards,Larry Edwards,Sarah A. Lucido,writein
427,Larry Edwards,skipped,skipped,skipped
428,Larry Edwards,Larry Edwards,Larry Edwards,Larry Edwards
429,Larry Edwards,Sarah A. Lucido,Harvey Curley,skipped
430,Sarah A. Lucido,skipped,skipped,skipped
431,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
432,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
433,Sarah A. Lucido,Harvey Curley,skipped,skipped
434,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
435,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
436,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
437,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
438,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
439,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
440,Mary Hall-Rayford,Larry Edwards,skipped,skipped
441,Harvey Curley,Sarah A. Lucido,skipped,skipped
442,Larry Edwards,Larry Edwards,Larry Edwards,Larry Edwards
443,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
444,Larry Edwards,Harvey Curley,skipped,skipped
445,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
446,Larry Edwards,Harvey Curley,Sarah A. Lucido,skipped
447,Larry Edwards,Sarah A. Lucido,writein,writein
448,skipped,skipped,skipped,skipped
449,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
450,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
451,Mary Hall-Rayford,Larry Edwards,skipped,skipped
452,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
453,Larry Edwards,Larry Edwards,Larry Edwards,Larry Edwards
454,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
455,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
456,Sarah A. Lucido,Larry Edwards,skipped,skipped
457,Sarah A. Lucido,Larry Edwards,skipped,skipped
458,Larry Edwards,skipped,skipped,skipped
459,Larry Edwards,skipped,skipped,skipped
460,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
461,Mary Hall-Rayford,writein,writein,writein
462,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
463,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
464,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
465,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
466,Sarah A. Lucido,skipped,skipped,skipped
467,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
468,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
469,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
470,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
471,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
472,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
473,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
474,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,skipped
475,Larry Edwards,Larry Edwards,Sarah A. Lucido,Harvey Curley
476,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,skipped
477,Larry Edwards,Mary Hall-Rayford,Mary Hall-Rayford,Larry Edwards
478,Larry Edwards,Mary Hall-Rayford,skipped,skipped
479,Larry Edwards,Harvey Curley,skipped,skipped
480,Sarah A. Lucido,skipped,skipped,skipped
481,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,skipped
482,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
483,skipped,skipped,skipped,skipped
484,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
485,Larry Edwards,Sarah A. Lucido,Sarah A. Lucido,Mary Hall-Rayford
486,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
487,Larry Edwards,skipped,skipped,skipped
488,Mary Hall-Rayford,Larry Edwards,skipped,skipped
489,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,skipped
490,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
491,Larry Edwards,Larry Edwards,Larry Edwards,Larry Edwards
492,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
493,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
494,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
495,Harvey Curley,Sarah A. Lucido,Larry Edwards,skipped
496,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
497,skipped,skipped,skipped,skipped
498,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
499,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Sarah A. Lucido
500,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
501,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
502,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
503,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
504,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
505,Larry Edwards,skipped,skipped,skipped
506,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
507,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
508,Sarah A. Lucido,Harvey Curley,skipped,skipped
509,Mary Hall-Rayford,Harvey Curley,skipped,skipped
510,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
511,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
512,Harvey Curley,Sarah A. Lucido,skipped,skipped
513,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
514,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
515,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
516,skipped,skipped,skipped,skipped
517,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
518,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
519,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
520,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,skipped
521,Larry Edwards,Sarah A. Lucido,writein,writein
522,Sarah A. Lucido,skipped,skipped,skipped
523,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
524,Harvey Curley,Sarah A. Lucido,Harvey Curley,Harvey Curley
525,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
526,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
527,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
528,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
529,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
530,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
531,Harvey Curley,Larry Edwards,Larry Edwards,Larry Edwards
532,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
533,writein,writein,writein,writein
534,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
535,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
536,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
537,Sarah A. Lucido,skipped,skipped,skipped
538,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
539,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
540,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
541,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
542,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
543,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
544,Harvey Curley,Sarah A. Lucido,skipped,skipped
545,Harvey Curley,skipped,skipped,skipped
546,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
547,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
548,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
549,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
550,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
551,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
552,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
553,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
554,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
555,Mary Hall-Rayford,skipped,skipped,skipped
556,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
557,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
558,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
559,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
560,Sarah A. Lucido,Harvey Curley,skipped,skipped
561,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
562,Harvey Curley,Sarah A. Lucido,skipped,skipped
563,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
564,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
565,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
566,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
567,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
568,skipped,skipped,skipped,skipped
569,Harvey Curley,Sarah A. Lucido,skipped,skipped
570,Harvey Curley,Sarah A. Lucido,skipped,skipped
571,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
572,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
573,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
574,Harvey Curley,Sarah A. Lucido,skipped,skipped
575,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
576,Harvey Curley,skipped,skipped,skipped
577,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
578,Larry Edwards,skipped,skipped,skipped
579,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
580,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
581,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
582,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
583,Harvey Curley,writein,writein,writein
584,Sarah A. Lucido,skipped,skipped,skipped
585,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
586,Harvey Curley,Sarah A. Lucido,skipped,skipped
587,Sarah A. Lucido,Harvey Curley,skipped,skipped
588,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
589,Harvey Curley,skipped,skipped,skipped
590,Harvey Curley,Sarah A. Lucido,skipped,skipped
591,Sarah A. Lucido,Harvey Curley,skipped,skipped
592,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
593,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
594,Harvey Curley,Larry Edwards,skipped,skipped
595,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
596,Harvey Curley,Sarah A. Lucido,skipped,skipped
597,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
598,Harvey Curley,Sarah A. Lucido,skipped,skipped
599,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
600,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
601,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
602,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
603,Harvey Curley,Sarah A. Lucido,Larry Edwards,skipped
604,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
605,Harvey Curley,skipped,skipped,skipped
606,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
607,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
608,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
609,skipped,skipped,skipped,skipped
610,Harvey Curley,skipped,skipped,skipped
611,Sarah A. Lucido,Harvey Curley,skipped,skipped
612,Harvey Curley,skipped,skipped,skipped
613,Harvey Curley,Larry Edwards,writein,writein
614,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
615,Harvey Curley,Sarah A. Lucido,overvote,overvote
616,Mary Hall-Rayford,Harvey Curley,writein,writein
617,Sarah A. Lucido,Harvey Curley,skipped,skipped
618,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
619,skipped,skipped,skipped,skipped
620,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
621,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
622,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
623,Larry Edwards,Sarah A. Lucido,skipped,skipped
624,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,skipped
625,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
626,skipped,skipped,skipped,skipped
627,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
628,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
629,Harvey Curley,Sarah A. Lucido,skipped,skipped
630,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
631,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
632,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
633,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
634,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
635,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
636,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
637,skipped,skipped,skipped,skipped
638,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
639,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
640,Harvey Curley,Sarah A. Lucido,skipped,skipped
641,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
642,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
643,Harvey Curley,Mary Hall-Rayford,skipped,skipped
644,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
645,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
646,Mary Hall-Rayford,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
647,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
648,skipped,skipped,skipped,skipped
649,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
650,Sarah A. Lucido,skipped,skipped,skipped
651,Larry Edwards,Larry Edwards,Larry Edwards,Larry Edwards
652,Harvey Curley,Sarah A. Lucido,skipped,skipped
653,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
654,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
655,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
656,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
657,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
658,Mary Hall-Rayford,skipped,skipped,skipped
659,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
660,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
661,Harvey Curley,Harvey Curley,Harvey Curley,Sarah A. Lucido
662,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
663,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
664,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
665,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
666,Sarah A. Lucido,skipped,skipped,skipped
667,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
668,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
669,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
670,Harvey Curley,Sarah A. Lucido,skipped,skipped
671,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
672,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
673,Sarah A. Lucido,Harvey Curley,skipped,skipped
674,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
675,Sarah A. Lucido,skipped,skipped,skipped
676,Larry Edwards,Harvey Curley,skipped,skipped
677,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
678,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
679,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
680,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
681,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
682,Sarah A. Lucido,skipped,skipped,skipped
683,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
684,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
685,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
686,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
687,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
688,Harvey Curley,Larry Edwards,skipped,skipped
689,Harvey Curley,skipped,skipped,skipped
690,Sarah A. Lucido,Harvey Curley,Larry Edwards,skipped
691,Harvey Curley,skipped,skipped,skipped
692,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
693,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
694,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
695,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
696,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
697,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
698,skipped,Harvey Curley,Harvey Curley,Harvey Curley
699,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
700,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
701,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
702,Mary Hall-Rayford,Harvey Curley,skipped,skipped
703,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
704,Sarah A. Lucido,skipped,skipped,skipped
705,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
706,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
707,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
708,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
709,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,skipped
710,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
711,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,writein
712,Harvey Curley,skipped,skipped,skipped
713,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
714,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
715,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
716,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
717,Harvey Curley,Harvey Curley,skipped,skipped
718,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
719,Mary Hall-Rayford,skipped,skipped,skipped
720,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
721,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,skipped
722,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
723,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
724,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
725,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
726,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
727,Harvey Curley,Mary Hall-Rayford,skipped,skipped
728,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
729,overvote,overvote,overvote,overvote
730,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
731,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
732,Harvey Curley,Sarah A. Lucido,skipped,skipped
733,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
734,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
735,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
736,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
737,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
738,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
739,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
740,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
741,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
742,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
743,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
744,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
745,Larry Edwards,skipped,skipped,skipped
746,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
747,Sarah A. Lucido,skipped,skipped,skipped
748,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
749,Sarah A. Lucido,Harvey Curley,skipped,skipped
750,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
751,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,writein
752,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
753,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
754,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
