contest_name,place,state,year,date,office,rcv_type,exhaust_on_overvote,exhaust_on_repeated_skipped_rankings,contest_rank_limit,number_of_winners,tabulation_num,unique_id,winner,number_of_candidates,number_of_rounds,final_round_winner_vote,final_round_winner_percent,final_round_active_votes,first_round_winner_vote,first_round_winner_percent,first_round_active_votes,first_round_winner_place,final_round_winner_votes_over_first_round_valid,winners_consensus_value,condorcet,come_from_behind,effective_ballot_length,first_round_overvote,ranked_single,ranked_multiple,ranked_3_or_more,total_fully_ranked,ranked_winner,includes_duplicate_ranking,includes_skipped_ranking,total_irregular,total_ballots,total_ballots_with_overvote,total_undervote,total_pretally_exhausted,total_posttally_exhausted,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_rank_limit
Minneapolis Park District 2 2013,Minneapolis,MN,2013,11/5/2013,P&R Board District 2,rcv_single_winner,False,False,3,1,1,Minneapolis_11052013_PRBoardDistrict2_tab1,Jon Olson,2,1,4070.0,67.22827882391806,6054.0,4070.0,67.22827882391806,6054.0,1,67.22827882391807,84.63825569871159,yes,no,0: 2404; 1: 3298; 2: 2560; 3: 196,0.0,3298.0,2756.0,196.0,2702.0,5124,499.0,42.0,535.0,8458.0,1.0,2404.0,0.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Park District 6 2013,Minneapolis,MN,2013,11/5/2013,P&R Board District 6,rcv_single_winner,False,False,3,1,1,Minneapolis_11052013_PRBoardDistrict6_tab1,Brad Bourn,2,1,8903.0,64.80093165441444,13739.0,8903.0,64.80093165441444,13739.0,1,64.80093165441444,82.42230147754567,yes,no,0: 4784; 1: 7342; 2: 6112; 3: 285,2.0,7342.0,6397.0,285.0,6305.0,11324,473.0,14.0,490.0,18523.0,7.0,4782.0,2.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Ward 13 2013,Minneapolis,MN,2013,11/5/2013,Ward 13 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11052013_Ward13CityCouncil_tab1,Linea Palmisano,5,5,5059.0,51.812781646866036,9764.0,4452.0,42.56621091882589,10459.0,1,48.36982503107372,77.85639162443829,yes,no,0: 283; 1: 1832; 2: 2163; 3: 6464,2.0,1832.0,8627.0,6464.0,6464.0,8143,150.0,17.0,180.0,10742.0,13.0,282.0,1.0,695.0,0.0,0.0,583.0,112.0
Minneapolis Ward 5 2013,Minneapolis,MN,2013,11/5/2013,Ward 5 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11052013_Ward5CityCouncil_tab1,Blong Yang,4,4,1842.0,56.92212608158219,3236.0,1475.0,42.154901400400114,3499.0,1,52.64361246070306,78.19376964847099,yes,no,0: 123; 1: 1070; 2: 515; 3: 1914,2.0,1070.0,2429.0,1914.0,1914.0,2736,255.0,27.0,284.0,3622.0,5.0,123.0,0.0,263.0,0.0,0.0,263.0,0.0
Minneapolis Ward 9 2013,Minneapolis,MN,2013,11/5/2013,Ward 9 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11052013_Ward9CityCouncil_tab1,Alondra Cano,6,6,1987.0,53.05740987983978,3745.0,1698.0,40.63173007896626,4179.0,1,47.54726011007418,73.29504666188083,yes,no,0: 131; 1: 920; 2: 916; 3: 2343,1.0,920.0,3259.0,2343.0,2343.0,3063,198.0,13.0,214.0,4310.0,5.0,130.0,1.0,434.0,0.0,0.0,281.0,153.0
2014 City Auditor - Berkeley Nov 2014,Berkeley,CA,2014,11/4/2014,City Auditor,rcv_single_winner,True,False,3,1,1,Berkeley_11042014_CityAuditor_tab1,Ann-Marie Hogan,1,1,27390.0,100.0,27390.0,27390.0,100.0,27390.0,1,100.0,100.01095290251915,yes,no,0: 11702; 1: 27390,20.0,27393.0,0.0,0.0,27390.0,27393,10359.0,855.0,11088.0,39092.0,30.0,11682.0,20.0,0.0,0.0,0.0,0.0,0.0
"2014 Member, City Council, District 1 - Berkeley Nov 2014",Berkeley,CA,2014,11/4/2014,City Council District 1,rcv_single_winner,True,False,3,1,1,Berkeley_11042014_CityCouncilDistrict1_tab1,Linda Maio,3,1,3038.0,54.601006470165345,5564.0,3038.0,54.601006470165345,5564.0,1,54.601006470165345,83.14162473040977,yes,no,0: 545; 1: 1953; 2: 1338; 3: 2273,15.0,1957.0,3614.0,2273.0,2273.0,4626,1031.0,53.0,1098.0,6109.0,30.0,530.0,15.0,0.0,0.0,0.0,0.0,0.0
"2014 Member, City Council, District 7 - Berkeley Nov 2014",Berkeley,CA,2014,11/4/2014,City Council District 7,rcv_single_winner,True,False,3,1,1,Berkeley_11042014_CityCouncilDistrict7_tab1,Kriss Worthington,2,1,833.0,55.42248835662009,1503.0,833.0,55.42248835662009,1503.0,1,55.42248835662009,76.3140385894877,yes,no,0: 283; 1: 826; 2: 677,2.0,827.0,678.0,0.0,677.0,1147,410.0,43.0,453.0,1786.0,5.0,281.0,2.0,0.0,0.0,0.0,0.0,0.0
"2014 Member, City Council, District 8 - Berkeley Nov 2014",Berkeley,CA,2014,11/4/2014,City Council District 8,rcv_single_winner,True,False,3,1,1,Berkeley_11042014_CityCouncilDistrict8_tab1,Lori Droste,4,3,2072.0,50.193798449612395,4128.0,1318.0,29.17220008853475,4518.0,1,45.86100044267375,70.80566622399292,yes,no,0: 446; 1: 740; 2: 880; 3: 2898,17.0,735.0,3793.0,2898.0,2898.0,3199,415.0,31.0,476.0,4964.0,38.0,429.0,17.0,390.0,7.0,0.0,383.0,0.0
2014 City Auditor - Oakland Nov 2014,Oakland,CA,2014,11/4/2014,City Auditor,rcv_single_winner,True,False,3,1,1,Oakland_11042014_CityAuditor_tab1,Brenda Roberts,2,1,60970.0,76.89785210690276,79287.0,60970.0,76.89785210690276,79287.0,1,76.89785210690277,89.57584471603163,yes,no,0: 25547; 1: 38161; 2: 41126,99.0,38172.0,41141.0,0.0,41126.0,71022,30285.0,1025.0,31247.0,104834.0,196.0,25448.0,99.0,0.0,0.0,0.0,0.0,0.0
2014 Mayor - Oakland Nov 2014,Oakland,CA,2014,11/4/2014,Mayor,rcv_single_winner,True,False,3,1,1,Oakland_11042014_Mayor_tab1,Libby Schaaf,16,15,48806.0,63.19810428995039,77227.0,30041.0,29.484335741206024,101888.0,1,47.901617462311556,56.620995603015075,yes,no,0: 2946; 1: 15016; 2: 11482; 3: 75390,794.0,15068.0,87226.0,75390.0,75390.0,57690,13602.0,763.0,15361.0,104834.0,1251.0,2152.0,794.0,24661.0,256.0,0.0,4746.0,19659.0
"2014 Member, City Council, District 2 - Oakland Nov 2014",Oakland,CA,2014,11/4/2014,City Council District 2,rcv_single_winner,True,False,3,1,1,Oakland_11042014_CityCouncilDistrict2_tab1,Abel Guillen,5,4,6547.0,53.02502632218352,12347.0,4886.0,36.04573957949096,13555.0,1,48.2995204721505,65.48874953891553,yes,no,0: 1738; 1: 3323; 2: 2442; 3: 7790,41.0,3315.0,10255.0,7790.0,7790.0,8877,2090.0,94.0,2248.0,15293.0,96.0,1697.0,41.0,1208.0,18.0,0.0,529.0,661.0
"2014 Member, City Council, District 4 - Oakland Nov 2014",Oakland,CA,2014,11/4/2014,City Council District 4,rcv_single_winner,True,False,3,1,1,Oakland_11042014_CityCouncilDistrict4_tab1,Annie Campbell Washington,3,1,11358.0,64.15499322187075,17704.0,11358.0,64.15499322187075,17704.0,1,64.15499322187075,88.13827383642115,yes,no,0: 2314; 1: 5730; 2: 4089; 3: 7885,20.0,5724.0,11991.0,7885.0,7885.0,15604,2730.0,119.0,2883.0,20018.0,56.0,2294.0,20.0,0.0,0.0,0.0,0.0,0.0
"2014 Member, City Council, District 6 - Oakland Nov 2014",Oakland,CA,2014,11/4/2014,City Council District 6,rcv_single_winner,True,False,3,1,1,Oakland_11042014_CityCouncilDistrict6_tab1,Desley Brooks,5,4,5430.0,52.33230531996915,10376.0,4772.0,42.75219494714209,11162.0,1,48.64719584303888,60.365525891417306,yes,no,0: 1221; 1: 3462; 2: 1711; 3: 5989,43.0,3470.0,7712.0,5989.0,5989.0,6738,2996.0,107.0,3151.0,12383.0,88.0,1178.0,43.0,786.0,12.0,0.0,274.0,500.0
"2014 School Director, District 2 - Oakland Nov 2014",Oakland,CA,2014,11/4/2014,School Director District 2,rcv_single_winner,True,False,3,1,1,Oakland_11042014_SchoolDirectorDistrict2_tab1,Aimee Eng,2,1,8907.0,76.06319385140905,11710.0,8907.0,76.06319385140905,11710.0,1,76.06319385140905,89.09479077711357,yes,no,0: 3583; 1: 6355; 2: 5355,17.0,6356.0,5358.0,0.0,5355.0,10433,3772.0,185.0,3925.0,15293.0,28.0,3566.0,17.0,0.0,0.0,0.0,0.0,0.0
"2014 School Director, District 4 - Oakland Nov 2014",Oakland,CA,2014,11/4/2014,School Director District 4,rcv_single_winner,True,False,3,1,1,Oakland_11042014_SchoolDirectorDistrict4_tab1,Nina Senn,4,3,7802.0,52.41166196426171,14886.0,6183.0,38.3560794044665,16120.0,1,48.39950372208437,70.92431761786601,yes,no,0: 3898; 1: 4163; 2: 3466; 3: 8491,32.0,4165.0,11975.0,8491.0,8491.0,11433,2310.0,119.0,2455.0,20018.0,61.0,3866.0,32.0,1234.0,9.0,0.0,1225.0,0.0
"2014 School Director, District 6 - Oakland Nov 2014",Oakland,CA,2014,11/4/2014,School Director District 6,rcv_single_winner,True,False,3,1,1,Oakland_11042014_SchoolDirectorDistrict6_tab1,Shanthi Gonzales,2,1,6078.0,58.53235747303543,10384.0,6078.0,58.53235747303543,10384.0,1,58.53235747303543,81.09591679506933,yes,no,0: 1993; 1: 5025; 2: 5359,20.0,5027.0,5362.0,0.0,5359.0,8421,4886.0,191.0,5045.0,12377.0,38.0,1973.0,20.0,0.0,0.0,0.0,0.0,0.0
San Francisco Board of Supervisors District 10 2014,San Francisco,CA,2014,11/4/2014,Board of Supervisors District 10,rcv_single_winner,True,False,3,1,1,SanFrancisco_11042014_BoardofSupervisorsDistrict10_tab1,Malia Cohen,5,3,7719.0,51.71859296482412,14925.0,7176.0,46.579254835778265,15406.0,1,50.103855640659475,68.94716344281449,yes,no,0: 936; 1: 5172; 2: 2675; 3: 7559,111.0,5180.0,10265.0,7559.0,7559.0,10622,2468.0,146.0,2734.0,16342.0,145.0,825.0,111.0,481.0,11.0,0.0,198.0,272.0
2014 Mayor of San Leandro Nov 2014,San Leandro,CA,2014,11/4/2014,Mayor,rcv_single_winner,True,False,3,1,1,SanLeandro_11042014_Mayor_tab1,Pauline Russo Cutter,4,3,8801.0,57.27207652762413,15367.0,7889.0,48.67049170214079,16209.0,1,54.2969954963292,82.66395212536246,yes,no,0: 991; 1: 4748; 2: 3036; 3: 8425,40.0,4735.0,11493.0,8425.0,8425.0,13399,3881.0,129.0,4071.0,17200.0,104.0,951.0,40.0,842.0,9.0,0.0,833.0,0.0
"2014 Member, City Council, District 1 - San Leandro Nov 2014",San Leandro,CA,2014,11/4/2014,County Council District 1,rcv_single_winner,True,False,3,1,1,SanLeandro_11042014_CountyCouncilDistrict1_tab1,Deborah Cox,4,3,8898.0,64.96313061254288,13697.0,6552.0,42.421495629653606,15445.0,1,57.61087730657171,74.97572029783102,yes,no,0: 1755; 1: 4237; 2: 2015; 3: 9193,74.0,4237.0,11256.0,9193.0,9193.0,11580,3340.0,97.0,3533.0,17200.0,132.0,1681.0,74.0,1748.0,17.0,0.0,1731.0,0.0
"2014 Member, City Council, District 3 - San Leandro Nov 2014",San Leandro,CA,2014,11/4/2014,County Council District 3,rcv_single_winner,True,False,3,1,1,SanLeandro_11042014_CountyCouncilDistrict3_tab1,Lee Thomas,3,1,7671.0,54.043962237565154,14194.0,7671.0,54.043962237565154,14194.0,1,54.04396223756517,84.19050302944906,yes,no,0: 3006; 1: 4243; 2: 1790; 3: 8161,28.0,4239.0,9964.0,8161.0,8161.0,11950,2954.0,129.0,3098.0,17200.0,58.0,2978.0,28.0,0.0,0.0,0.0,0.0,0.0
"2014 Member, City Council, District 5 - San Leandro Nov 2014",San Leandro,CA,2014,11/4/2014,County Council District 5,rcv_single_winner,True,False,3,1,1,SanLeandro_11042014_CountyCouncilDistrict5_tab1,Corina Lopez,3,1,7906.0,53.840915281939516,14684.0,7906.0,53.840915281939516,14684.0,1,53.84091528193953,84.69763007354945,yes,no,0: 2516; 1: 4295; 2: 1759; 3: 8630,35.0,4288.0,10411.0,8630.0,8630.0,12437,3045.0,95.0,3183.0,17200.0,75.0,2481.0,35.0,0.0,0.0,0.0,0.0,0.0
San Francisco Board of Supervisors District 3 2015,San Francisco,CA,2015,11/3/2015,Board of Supervisors District 3,rcv_single_winner,True,False,3,1,1,SanFrancisco_11032015_BoardofSupervisorsDistrict3_tab1,Aaron Peskin,3,1,8767.0,52.51587396669461,16694.0,8767.0,52.51587396669461,16694.0,1,52.51587396669463,66.98813945129987,yes,no,0: 860; 1: 8715; 2: 3501; 3: 4478,41.0,8716.0,7988.0,4478.0,4478.0,11183,2083.0,136.0,2252.0,17554.0,63.0,819.0,41.0,0.0,0.0,0.0,0.0,0.0
San Francisco Mayor 2015,San Francisco,CA,2015,11/3/2015,Mayor,rcv_single_winner,True,False,3,1,1,SanFrancisco_11032015_Mayor_tab1,Ed Lee,6,1,105771.0,55.75492733531182,189707.0,105771.0,55.75492733531182,189707.0,1,55.75492733531182,62.40149282841434,yes,no,0: 13362; 1: 86952; 2: 17885; 3: 84870,621.0,86895.0,103133.0,84870.0,84870.0,118380,22398.0,1438.0,24653.0,203069.0,1043.0,12741.0,621.0,0.0,0.0,0.0,0.0,0.0
San Francisco Sheriff 2015,San Francisco,CA,2015,11/3/2015,Sheriff,rcv_single_winner,True,False,3,1,1,SanFrancisco_11032015_Sheriff_tab1,Vicki Hennessy,3,1,113349.0,60.9957434443123,185831.0,113349.0,60.9957434443123,185831.0,1,60.9957434443123,79.68315297232431,yes,no,0: 17238; 1: 95007; 2: 37633; 3: 53191,237.0,95000.0,90911.0,53191.0,53191.0,148076,26727.0,996.0,28024.0,203069.0,469.0,17001.0,237.0,0.0,0.0,0.0,0.0,0.0
2016 BerkeleyCouncilD2,Berkeley,CA,2016,11/8/2016,City Council District 2,rcv_single_winner,True,False,3,1,1,Berkeley_11082016_CityCouncilDistrict2_tab1,Cheryl Davila,3,2,3451.0,51.247401247401235,6734.0,2215.0,31.031101148781172,7138.0,2,48.34687587559541,76.43597646399552,yes,yes,0: 985; 1: 1873; 2: 1681; 3: 3584,17.0,1872.0,5272.0,3584.0,3584.0,5456,1252.0,36.0,1311.0,8123.0,29.0,968.0,17.0,404.0,1.0,0.0,403.0,0.0
2016 BerkeleyCouncilD3,Berkeley,CA,2016,11/8/2016,City Council District 3,rcv_single_winner,True,False,3,1,1,Berkeley_11082016_CityCouncilDistrict3_tab1,Ben Bartlett,4,1,4060.0,57.038493958977234,7118.0,4060.0,57.038493958977234,7118.0,1,57.03849395897724,82.88845181230683,yes,no,0: 1158; 1: 1948; 2: 1347; 3: 3823,15.0,1949.0,5174.0,3823.0,3823.0,5900,961.0,46.0,1018.0,8276.0,22.0,1143.0,15.0,0.0,0.0,0.0,0.0,0.0
2016 BerkeleyCouncilD5,Berkeley,CA,2016,11/8/2016,City Council District 5,rcv_single_winner,True,False,3,1,1,Berkeley_11082016_CityCouncilDistrict5_tab1,Sophie Hahn,2,1,5821.0,62.43698380349672,9323.0,5821.0,62.43698380349672,9323.0,1,62.43698380349672,76.27373163144911,yes,no,0: 924; 1: 5690; 2: 3633,4.0,5688.0,3636.0,0.0,3633.0,7111,2522.0,62.0,2582.0,10247.0,11.0,920.0,4.0,0.0,0.0,0.0,0.0,0.0
2016 BerkeleyCouncilD6,Berkeley,CA,2016,11/8/2016,City Council District 6,rcv_single_winner,True,False,3,1,1,Berkeley_11082016_CityCouncilDistrict6_tab1,Susan Wengraf,3,1,4358.0,58.402573036719374,7462.0,4358.0,58.402573036719374,7462.0,1,58.402573036719374,82.60519967837041,yes,no,0: 1016; 1: 2743; 2: 1612; 3: 3107,5.0,2742.0,4723.0,3107.0,3107.0,6164,952.0,45.0,1004.0,8478.0,13.0,1011.0,5.0,0.0,0.0,0.0,0.0,0.0
2016 BerkeleyMayor,Berkeley,CA,2016,11/8/2016,Mayor,rcv_single_winner,True,False,3,1,1,Berkeley_11082016_Mayor_tab1,Jesse Arreguín,8,4,29499.0,50.38688188572892,58545.0,29039.0,49.098809684837,59144.0,1,49.87657243338293,72.57709995942108,yes,no,0: 4600; 1: 13920; 2: 12301; 3: 32923,201.0,13930.0,45351.0,32923.0,32923.0,42925,6632.0,275.0,7201.0,63744.0,378.0,4399.0,201.0,599.0,9.0,0.0,267.0,323.0
2016 OaklandAttorney,Oakland,CA,2016,11/8/2016,City Attorney,rcv_single_winner,True,False,3,1,1,Oakland_11082016_CityAttorney_tab1,Barbara J. Parker,1,1,128029.0,100.0,128029.0,128029.0,100.0,128029.0,1,100.0,100.01796467987722,yes,no,0: 49602; 1: 128029,148.0,128052.0,0.0,0.0,128029.0,128052,58230.0,3924.0,60882.0,177631.0,185.0,49454.0,148.0,0.0,0.0,0.0,0.0,0.0
2016 OaklandCouncilAtLrg,Oakland,CA,2016,11/8/2016,CouncilAtLrg,rcv_single_winner,True,False,3,1,1,Oakland_11082016_CouncilAtLrg_tab1,Rebecca Kaplan,5,1,83365.0,52.09531070339448,160024.0,83365.0,52.09531070339448,160024.0,1,52.095310703394496,78.44635804629306,yes,no,0: 17607; 1: 39125; 2: 24860; 3: 96039,1254.0,39221.0,121386.0,96039.0,96039.0,125533,29512.0,1693.0,32582.0,177631.0,1880.0,16353.0,1254.0,0.0,0.0,0.0,0.0,0.0
2016 OaklandCouncilD1,Oakland,CA,2016,11/8/2016,City Council District 1,rcv_single_winner,True,False,3,1,1,Oakland_11082016_CityCouncilDistrict1_tab1,Dan Kalb,2,1,25102.0,80.92459460330764,31019.0,25102.0,80.92459460330764,31019.0,1,80.92459460330765,89.65150391695413,yes,no,0: 6120; 1: 19999; 2: 11020,22.0,20003.0,11023.0,0.0,11020.0,27809,9357.0,434.0,9747.0,37139.0,49.0,6098.0,22.0,0.0,0.0,0.0,0.0,0.0
2016 OaklandCouncilD3,Oakland,CA,2016,11/8/2016,City Council District 3,rcv_single_winner,True,False,3,1,1,Oakland_11082016_CityCouncilDistrict3_tab1,Lynette Gibson Mcelhaney,2,1,13147.0,56.53407869275424,23255.0,13147.0,56.53407869275424,23255.0,1,56.53407869275424,74.66781337346808,yes,no,0: 5681; 1: 11598; 2: 11657,56.0,11607.0,11664.0,0.0,11657.0,17364,8509.0,392.0,8892.0,28936.0,97.0,5625.0,56.0,0.0,0.0,0.0,0.0,0.0
2016 OaklandCouncilD5,Oakland,CA,2016,11/8/2016,City Council District 5,rcv_single_winner,True,False,3,1,1,Oakland_11082016_CityCouncilDistrict5_tab1,Noel Gallo,2,1,7838.0,56.42502339644373,13891.0,7838.0,56.42502339644373,13891.0,1,56.42502339644374,79.36793607371679,yes,no,0: 2426; 1: 7385; 2: 6506,48.0,7391.0,6511.0,0.0,6506.0,11025,6142.0,284.0,6402.0,16317.0,71.0,2378.0,48.0,0.0,0.0,0.0,0.0,0.0
2016 OaklandCouncilD7,Oakland,CA,2016,11/8/2016,City Council District 7,rcv_single_winner,True,False,3,1,1,Oakland_11082016_CityCouncilDistrict7_tab1,Larry E. Reid,3,1,8464.0,53.79091197966317,15735.0,8464.0,53.79091197966317,15735.0,1,53.79091197966317,82.75182713695584,yes,no,0: 2334; 1: 5476; 2: 2667; 3: 7592,63.0,5469.0,10285.0,7592.0,7592.0,13021,5248.0,267.0,5544.0,18069.0,116.0,2271.0,63.0,0.0,0.0,0.0,0.0,0.0
2016 OaklandSchoolD1,Oakland,CA,2016,11/8/2016,School Director District 1,rcv_single_winner,True,False,3,1,1,Oakland_11082016_SchoolDirectorDistrict1_tab1,Jody London,2,1,21746.0,75.39699049996533,28842.0,21746.0,75.39699049996533,28842.0,1,75.39699049996533,84.38735177865613,yes,no,0: 8297; 1: 18450; 2: 10392,28.0,18455.0,10394.0,0.0,10392.0,24339,8581.0,735.0,9201.0,37139.0,39.0,8269.0,28.0,0.0,0.0,0.0,0.0,0.0
2016 OaklandSchoolD3,Oakland,CA,2016,11/8/2016,School Director District 3,rcv_single_winner,True,False,3,1,1,Oakland_11082016_SchoolDirectorDistrict3_tab1,Jumoke Hinton Hodge,5,4,10796.0,52.392507036785396,20606.0,8905.0,39.84161782470583,22351.0,1,48.30208939197351,69.41971276452955,yes,no,0: 6585; 1: 6298; 2: 4138; 3: 11915,107.0,6294.0,16091.0,11915.0,11915.0,15516,4498.0,422.0,4987.0,28936.0,163.0,6478.0,107.0,1745.0,18.0,0.0,781.0,946.0
2016 OaklandSchoolD5,Oakland,CA,2016,11/8/2016,School Director District 5,rcv_single_winner,True,False,3,1,1,Oakland_11082016_SchoolDirectorDistrict5_tab1,Rosie Torres,4,3,6277.0,51.09067230994627,12286.0,4786.0,35.97143930853062,13305.0,2,47.177752724539644,68.07215332581737,yes,yes,0: 3012; 1: 4347; 2: 2977; 3: 5981,90.0,4358.0,8985.0,5981.0,5981.0,9057,3637.0,339.0,4024.0,16317.0,118.0,2922.0,90.0,1019.0,10.0,0.0,1009.0,0.0
2016 OaklandSchoolD7,Oakland,CA,2016,11/8/2016,School Director District 7,rcv_single_winner,True,False,3,1,1,Oakland_11082016_SchoolDirectorDistrict7_tab1,James Harris,2,1,9965.0,66.74480910917615,14930.0,9965.0,66.74480910917615,14930.0,1,66.74480910917615,83.45612860013397,yes,no,0: 2539; 1: 7480; 2: 7450,71.0,7490.0,7458.0,0.0,7450.0,12460,8574.0,533.0,9043.0,17469.0,96.0,2468.0,71.0,0.0,0.0,0.0,0.0,0.0
San Francisco Board of Supervisors District 1 2016,San Francisco,CA,2016,11/8/2016,Board of Supervisors District 1,rcv_single_winner,True,False,3,1,1,SanFrancisco_11082016_BoardofSupervisorsDistrict1_tab1,Sandra Lee Fewer,10,9,15037.0,52.76880965749579,28496.0,12568.0,39.67046494744484,31681.0,1,47.463779552413115,66.3331334238187,yes,no,0: 3428; 1: 7116; 2: 4898; 3: 19667,192.0,7131.0,24656.0,19667.0,19667.0,21015,1889.0,134.0,2241.0,35109.0,255.0,3236.0,192.0,3185.0,18.0,0.0,936.0,2231.0
San Francisco Board of Supervisors District 11 2016,San Francisco,CA,2016,11/8/2016,Board of Supervisors District 11,rcv_single_winner,True,False,3,1,1,SanFrancisco_11082016_BoardofSupervisorsDistrict11_tab1,Ahsha Safai,5,4,11222.0,50.937315600744405,22031.0,9466.0,37.29708431836091,25380.0,1,44.21591804570528,57.95508274231679,yes,no,0: 2630; 1: 5941; 2: 3433; 3: 16006,173.0,5961.0,19509.0,16006.0,16006.0,14709,2572.0,190.0,2963.0,28010.0,257.0,2457.0,173.0,3349.0,32.0,0.0,748.0,2569.0
San Francisco Board of Supervisors District 3 2016,San Francisco,CA,2016,11/8/2016,Board of Supervisors District 3,rcv_single_winner,True,False,3,1,1,SanFrancisco_11082016_BoardofSupervisorsDistrict3_tab1,Aaron Peskin,2,1,19211.0,72.06467101808087,26658.0,19211.0,72.06467101808087,26658.0,1,72.06467101808087,84.48120639207742,yes,no,0: 4863; 1: 15893; 2: 10765,24.0,15898.0,10769.0,0.0,10765.0,22521,5897.0,483.0,6366.0,31521.0,56.0,4839.0,24.0,0.0,0.0,0.0,0.0,0.0
San Francisco Board of Supervisors District 5 2016,San Francisco,CA,2016,11/8/2016,Board of Supervisors District 5,rcv_single_winner,True,False,3,1,1,SanFrancisco_11082016_BoardofSupervisorsDistrict5_tab1,London Breed,2,1,21399.0,52.18122851081469,41009.0,21399.0,52.18122851081469,41009.0,1,52.181228510814705,74.69823697237192,yes,no,0: 4522; 1: 22085; 2: 18924,50.0,22089.0,18932.0,0.0,18924.0,30633,8404.0,598.0,9032.0,45531.0,117.0,4472.0,50.0,0.0,0.0,0.0,0.0,0.0
San Francisco Board of Supervisors District 7 2016,San Francisco,CA,2016,11/8/2016,Board of Supervisors District 7,rcv_single_winner,True,False,3,1,1,SanFrancisco_11082016_BoardofSupervisorsDistrict7_tab1,Norman Yee,5,4,17692.0,57.99324745140459,30507.0,14179.0,40.196745478255934,35274.0,1,50.15592220899245,60.29653569201111,yes,no,0: 4212; 1: 8271; 2: 4898; 3: 22105,128.0,8275.0,27074.0,22105.0,22105.0,21269,2316.0,163.0,2632.0,39486.0,185.0,4084.0,128.0,4767.0,25.0,0.0,1975.0,2767.0
San Francisco Board of Supervisors District 9 2016,San Francisco,CA,2016,11/8/2016,Board of Supervisors District 9,rcv_single_winner,True,False,3,1,1,SanFrancisco_11082016_BoardofSupervisorsDistrict9_tab1,Hillary Ronen,4,1,18396.0,57.39065327260248,32054.0,18396.0,57.39065327260248,32054.0,1,57.390653272602485,82.58563673800462,yes,no,0: 2891; 1: 8007; 2: 7021; 3: 17026,127.0,8025.0,24097.0,17026.0,17026.0,26472,2963.0,200.0,3302.0,34945.0,195.0,2764.0,127.0,0.0,0.0,0.0,0.0,0.0
2016 SanLeandroCouncilD2,San Leandro,CA,2016,11/8/2016,County Council District 2,rcv_single_winner,True,False,3,1,1,SanLeandro_11082016_CountyCouncilDistrict2_tab1,Ed Hernandez,2,1,14648.0,54.392870404753054,26930.0,14648.0,54.392870404753054,26930.0,1,54.39287040475307,77.35239509840326,yes,no,0: 4860; 1: 12276; 2: 14654,105.0,12295.0,14658.0,0.0,14654.0,20831,11996.0,1143.0,13142.0,31790.0,160.0,4755.0,105.0,0.0,0.0,0.0,0.0,0.0
2016 SanLeandroCouncilD4,San Leandro,CA,2016,11/8/2016,County Council District 4,rcv_single_winner,True,False,3,1,1,SanLeandro_11082016_CountyCouncilDistrict4_tab1,Benny Lee,1,1,23293.0,100.0,23293.0,23293.0,100.0,23293.0,1,100.0,100.01287940583008,yes,no,0: 8497; 1: 23293,41.0,23296.0,0.0,0.0,23293.0,23296,10628.0,1818.0,12114.0,31790.0,54.0,8456.0,41.0,0.0,0.0,0.0,0.0,0.0
2016 SanLeandroCouncilD6,San Leandro,CA,2016,11/8/2016,County Council District 6,rcv_single_winner,True,False,3,1,1,SanLeandro_11082016_CountyCouncilDistrict6_tab1,Pete Ballew,1,1,21338.0,100.0,21338.0,21338.0,100.0,21338.0,1,100.0,100.02811884900179,yes,no,0: 10452; 1: 21338,34.0,21344.0,0.0,0.0,21338.0,21344,9646.0,616.0,10129.0,31790.0,42.0,10418.0,34.0,0.0,0.0,0.0,0.0,0.0
2017 BerkCouncilD4,Berkeley,CA,2017,3/7/2017,City Council District 4,rcv_single_winner,True,False,3,1,1,Berkeley_03072017_CityCouncilDistrict4_tab1,Kate Harrison,2,1,1608.0,61.79861644888547,2602.0,1608.0,61.79861644888547,2602.0,1,61.79861644888547,78.36279784780938,yes,no,0: 18; 1: 1459; 2: 1143,4.0,1460.0,1144.0,0.0,1143.0,2039,644.0,27.0,668.0,2620.0,5.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Mayor 2017,Minneapolis,MN,2017,11/7/2017,Mayor,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Mayor_tab1,Jacob Frey,18,18,46716.0,57.18902640567042,81687.0,26116.0,24.986127322477564,104522.0,1,44.6948967681445,52.39949484319091,yes,no,0: 1406; 1: 13958; 2: 15105; 3: 75459,101.0,13958.0,90564.0,75459.0,75459.0,54769,2668.0,260.0,3108.0,105928.0,226.0,1369.0,37.0,22835.0,0.0,0.0,10919.0,11916.0
