raceID,candidate,round_elected,round_eliminated,round_1_vote,round_2_vote,round_3_vote,round_4_vote,round_5_vote,round_6_vote,round_7_vote,round_8_vote,round_9_vote,round_10_vote,round_11_vote,round_12_vote,round_13_vote,round_14_vote,round_15_vote,round_16_vote,round_17_vote,round_18_vote,round_19_vote,round_20_vote,round_21_vote,round_22_vote,round_23_vote,round_24_vote,round_25_vote,round_26_vote,round_27_vote,round_28_vote,round_29_vote,round_30_vote,round_31_vote,round_32_vote,round_33_vote,round_34_vote,round_35_vote
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,GEOFFREA MORRIS,,10.0,333.0,333.0,333.0,336.0,344.0,349.0,352.0,356.0,373.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,STEVE MOSS,,18.0,1969.0,1969.0,1971.0,1977.0,1979.0,1987.0,1999.0,2003.0,2013.0,2047.0,2059.0,2106.0,2139.0,2162.0,2255.0,2364.0,2440.0,2609.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,CHRIS JACKSON,,15.0,1088.0,1088.0,1094.0,1098.0,1110.0,1126.0,1134.0,1143.0,1167.0,1180.0,1196.0,1236.0,1281.0,1326.0,1370.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,MALIA COHEN,21.0,,2097.0,2098.0,2100.0,2105.0,2111.0,2132.0,2154.0,2194.0,2215.0,2244.0,2300.0,2386.0,2423.0,2473.0,2530.0,2677.0,2741.0,3229.0,3501.0,4120.0,4321.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,STEPHEN WEBER,,9.0,311.0,311.0,315.0,316.0,318.0,321.0,326.0,339.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,KRISTINE ENEA,,14.0,544.0,544.0,548.0,552.0,555.0,559.0,564.0,578.0,585.0,610.0,617.0,634.0,654.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict10__SanFranciscoBoardofSupervisorsDistrict102010,ASHLEY H RHODES,,7.0,260.0,260.0,262.0,263.0,265.0,277.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict2__SanFranciscoBoardofSupervisorsDistrict22010,BARBARA BERWICK,,3.0,537.0,537.0,568.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict2__SanFranciscoBoardofSupervisorsDistrict22010,KAT ANDERSON,,4.0,1707.0,1709.0,1724.0,1815.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict2__SanFranciscoBoardofSupervisorsDistrict22010,VILMA B. GUINTO PEORO,,2.0,160.0,162.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict2__SanFranciscoBoardofSupervisorsDistrict22010,MARK FARRELL,6.0,,9700.0,9701.0,9732.0,9920.0,10544.0,11426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict2__SanFranciscoBoardofSupervisorsDistrict22010,writeIns,,1.0,18.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict2__SanFranciscoBoardofSupervisorsDistrict22010,ABRAHAM SIMMONS,,5.0,2074.0,2075.0,2091.0,2165.0,2470.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict2__SanFranciscoBoardofSupervisorsDistrict22010,JANET REILLY,,6.0,9898.0,9899.0,9928.0,10030.0,10445.0,11168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,JIM MEKO,,7.0,407.0,407.0,420.0,424.0,436.0,447.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,JANE KIM,14.0,,6621.0,6623.0,6635.0,6646.0,6674.0,6697.0,6720.0,6800.0,6908.0,7039.0,7201.0,7506.0,7767.0,8865.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,FORTUNATE ''NATE'' PAYNE,,2.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,DEAN CLARK,,8.0,602.0,602.0,612.0,623.0,629.0,662.0,697.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,JAMES KEYS,,11.0,960.0,960.0,966.0,974.0,980.0,995.0,1002.0,1043.0,1102.0,1148.0,1218.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,ELAINE ZAMORA,,9.0,637.0,637.0,640.0,649.0,657.0,673.0,695.0,714.0,746.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,writeIns,,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,DEBRA WALKER,,14.0,5669.0,5670.0,5689.0,5716.0,5741.0,5763.0,5781.0,5857.0,5994.0,6101.0,6333.0,6611.0,6701.0,7528.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,GEORGE DAVIS,,3.0,158.0,158.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,H. BROWN,,5.0,182.0,182.0,187.0,198.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,MATT ASHE,,4.0,185.0,186.0,188.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,GLENDON ''ANNA CONDA'' HYDE,,10.0,692.0,693.0,709.0,723.0,740.0,748.0,757.0,779.0,804.0,839.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,MATT DRAKE,,12.0,947.0,947.0,955.0,962.0,986.0,996.0,1031.0,1077.0,1133.0,1200.0,1222.0,1247.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,THERESA SPARKS,,13.0,3605.0,3605.0,3611.0,3623.0,3642.0,3655.0,3671.0,3719.0,3781.0,3882.0,3989.0,4146.0,4334.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict6__SanFranciscoBoardofSupervisorsDistrict62010,GEORGE VAZHAPPALLY,,6.0,242.0,242.0,261.0,270.0,277.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict8__SanFranciscoBoardofSupervisorsDistrict82010,BILL HEMENGER,,2.0,1802.0,1802.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict8__SanFranciscoBoardofSupervisorsDistrict82010,writeIns,,1.0,30.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict8__SanFranciscoBoardofSupervisorsDistrict82010,SCOTT WIENER,4.0,,14813.0,14815.0,15419.0,18239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict8__SanFranciscoBoardofSupervisorsDistrict82010,RAFAEL MANDELMAN,,4.0,12433.0,12434.0,12649.0,14687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2010__BoardofSupervisorsDistrict8__SanFranciscoBoardofSupervisorsDistrict82010,REBECCA PROZAN,,3.0,5872.0,5873.0,6218.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__Mayor__2010MayorofSanLeandroNov2010,ANTHONY B. ''TONY'' SANTOS,,6.0,7982.0,7982.0,7987.0,8050.0,8288.0,10045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__Mayor__2010MayorofSanLeandroNov2010,STEPHEN H. CASSIDY,6.0,,7908.0,7910.0,7913.0,7997.0,8300.0,10277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__Mayor__2010MayorofSanLeandroNov2010,SARA M. MESTAS,,4.0,925.0,925.0,926.0,1035.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__Mayor__2010MayorofSanLeandroNov2010,JOYCE RUTLEDGE STAROSCIAK,,5.0,5206.0,5206.0,5208.0,5259.0,5518.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__Mayor__2010MayorofSanLeandroNov2010,writeIns,,2.0,64.0,64.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__Mayor__2010MayorofSanLeandroNov2010,LOU FILIPOVICH,,1.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__Mayor__2010MayorofSanLeandroNov2010,JOHN R. PALAU,,3.0,390.0,394.0,396.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__MemberCityCouncilDistrict1__2010MemberCityCouncilDistrict1SanLeandroNov2010,"DAVID L. ANDERSON, SR.",,1.0,6742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__MemberCityCouncilDistrict1__2010MemberCityCouncilDistrict1SanLeandroNov2010,writeIns,,1.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__MemberCityCouncilDistrict1__2010MemberCityCouncilDistrict1SanLeandroNov2010,CAROL LIBBRECHT,,1.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__MemberCityCouncilDistrict1__2010MemberCityCouncilDistrict1SanLeandroNov2010,MICHAEL J. GREGORY,1.0,,13030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__MemberCityCouncilDistrict3__2010MemberCityCouncilDistrict3SanLeandroNov2010,writeIns,,1.0,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__MemberCityCouncilDistrict3__2010MemberCityCouncilDistrict3SanLeandroNov2010,DIANA M. SOUZA,1.0,,17183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__MemberCityCouncilDistrict5__2010MemberCityCouncilDistrict5SanLeandroNov2010,writeIns,,1.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__MemberCityCouncilDistrict5__2010MemberCityCouncilDistrict5SanLeandroNov2010,CORINA N. LOPEZ,,1.0,9291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanLeandro__2010__MemberCityCouncilDistrict5__2010MemberCityCouncilDistrict5SanLeandroNov2010,PAULINE RUSSO CUTTER,1.0,,10784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2011__DistrictAttorney__SanFranciscoDistrictAttorney2011,SHARMIN BOCK,,3.0,38005.0,39713.0,44311.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2011__DistrictAttorney__SanFranciscoDistrictAttorney2011,GEORGE GASCÓN,4.0,,76236.0,77564.0,83811.0,100245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2011__DistrictAttorney__SanFranciscoDistrictAttorney2011,VU VUONG TRINH,,1.0,6596.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2011__DistrictAttorney__SanFranciscoDistrictAttorney2011,BILL FAZIO,,2.0,19252.0,19950.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2011__DistrictAttorney__SanFranciscoDistrictAttorney2011,DAVID ONEK,,4.0,43398.0,44574.0,47668.0,60756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,WILMA PANG,,10.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,456.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,WRITE-IN ROBERT 'BOBBY' JORDAN,,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,PAUL CURRIER,,8.0,248.0,248.0,248.0,248.0,248.0,249.0,249.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,CESAR ASCARRUNZ,,11.0,537.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,551.0,578.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,WRITE-IN LEA SHERMAN,,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,EMIL LAWRENCE,,9.0,382.0,382.0,382.0,382.0,382.0,382.0,385.0,385.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,ED LEE,22.0,,59775.0,59775.0,59775.0,59777.0,59778.0,59779.0,59779.0,59779.0,59796.0,59822.0,59899.0,59943.0,60152.0,60208.0,60610.0,61747.0,63495.0,65142.0,67542.0,71133.0,78615.0,84457.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,WRITE-IN PATRICK MONETTE-SHAW,,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,MICHELA ALIOTO-PIER,,15.0,6648.0,6648.0,6648.0,6648.0,6648.0,6649.0,6649.0,6649.0,6660.0,6694.0,6720.0,6791.0,6837.0,6895.0,7378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,JOANNA REES,,14.0,3104.0,3104.0,3104.0,3104.0,3104.0,3104.0,3104.0,3104.0,3111.0,3143.0,3185.0,3216.0,3252.0,3317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,WRITE-IN HAROLD MILLER,,5.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,DENNIS HERRERA,,21.0,21914.0,21914.0,21914.0,21914.0,21915.0,21916.0,21916.0,21916.0,21937.0,21958.0,21977.0,22036.0,22149.0,22228.0,22606.0,23531.0,24257.0,27081.0,29673.0,32276.0,37142.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,JOHN AVALOS,,22.0,37445.0,37445.0,37445.0,37445.0,37445.0,37447.0,37447.0,37447.0,37472.0,37481.0,37497.0,37575.0,37654.0,38680.0,38871.0,39320.0,39524.0,41035.0,42877.0,45505.0,48638.0,57160.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,TERRY JOAN BAUM,,13.0,1665.0,1665.0,1665.0,1665.0,1665.0,1665.0,1665.0,1665.0,1676.0,1698.0,1738.0,1755.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,TONY HALL,,16.0,6930.0,6930.0,6930.0,6930.0,6930.0,6930.0,6935.0,6935.0,6958.0,7001.0,7025.0,7076.0,7108.0,7134.0,7397.0,7896.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,LELAND YEE,,19.0,14609.0,14609.0,14610.0,14610.0,14612.0,14612.0,14612.0,14612.0,14621.0,14634.0,14666.0,14699.0,14785.0,14834.0,15030.0,15631.0,16021.0,16691.0,18016.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,WRITE-IN GILBERT LOUIS FRANCIS,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,DAVID CHIU,,20.0,17921.0,17921.0,17921.0,17921.0,17921.0,17921.0,17921.0,17921.0,17929.0,17946.0,17994.0,18012.0,18171.0,18215.0,18495.0,18957.0,19326.0,20327.0,22461.0,25267.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,JEFF ADACHI,,18.0,12534.0,12534.0,12534.0,12534.0,12534.0,12534.0,12534.0,12534.0,12557.0,12586.0,12624.0,12666.0,12774.0,12886.0,13156.0,13728.0,15048.0,15670.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,BEVAN DUFTY,,17.0,9208.0,9208.0,9208.0,9208.0,9208.0,9208.0,9208.0,9209.0,9220.0,9230.0,9244.0,9263.0,9320.0,9398.0,9583.0,10133.0,10455.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,WRITE-IN RODNEY HAUGE,,6.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,PHIL TING,,12.0,1016.0,1016.0,1016.0,1016.0,1016.0,1016.0,1016.0,1016.0,1022.0,1030.0,1049.0,1063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Mayor__SanFranciscoMayor2011,WRITE-IN DAVID VILLA-LOBOS,,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SanFrancisco__2011__Sheriff__SanFranciscoSheriff2011,ROSS MIRKARIMI,3.0,,70457.0,72474.0,86592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2011__Sheriff__SanFranciscoSheriff2011,CHRIS CUNNIE,,2.0,51602.0,53213.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2011__Sheriff__SanFranciscoSheriff2011,DAVID WONG,,1.0,11360.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanFrancisco__2011__Sheriff__SanFranciscoSheriff2011,PAUL MIYAMOTO,,3.0,49814.0,54350.0,75137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__Mayor__2012MayorBerkeleyNov2012,KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI,,1.0,2260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__Mayor__2012MayorBerkeleyNov2012,KRISS WORTHINGTON,,1.0,11534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__Mayor__2012MayorBerkeleyNov2012,ZACHARY RUNNINGWOLF,,1.0,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__Mayor__2012MayorBerkeleyNov2012,writeIns,,1.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__Mayor__2012MayorBerkeleyNov2012,JACQUELYN MCCORMICK,,1.0,6026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__Mayor__2012MayorBerkeleyNov2012,TOM BATES,1.0,,28692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__Mayor__2012MayorBerkeleyNov2012,BERNT RAINER WAHL,,1.0,2331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__Mayor__2012MayorBerkeleyNov2012,MARK SCHWARTZ,,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict2__2012MemberCityCouncilDistrict2BerkeleyNov2012,writeIns,,1.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict2__2012MemberCityCouncilDistrict2BerkeleyNov2012,DENISHA DELANE,,1.0,1631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict2__2012MemberCityCouncilDistrict2BerkeleyNov2012,ADOLFO CABRAL,,1.0,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict2__2012MemberCityCouncilDistrict2BerkeleyNov2012,DARRYL MOORE,1.0,,3407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict3__2012MemberCityCouncilDistrict3BerkeleyNov2012,DMITRI BELSER,,1.0,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict3__2012MemberCityCouncilDistrict3BerkeleyNov2012,writeIns,,1.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict3__2012MemberCityCouncilDistrict3BerkeleyNov2012,MAX ANDERSON,1.0,,3130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict5__2012MemberCityCouncilDistrict5BerkeleyNov2012,writeIns,,1.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict5__2012MemberCityCouncilDistrict5BerkeleyNov2012,SOPHIE HAHN,,1.0,3623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict5__2012MemberCityCouncilDistrict5BerkeleyNov2012,LAURIE CAPITELLI,1.0,,4333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict6__2012MemberCityCouncilDistrict6BerkeleyNov2012,writeIns,,1.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict6__2012MemberCityCouncilDistrict6BerkeleyNov2012,SUSAN WENGRAF,1.0,,5601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley__2012__MemberCityCouncilDistrict6__2012MemberCityCouncilDistrict6BerkeleyNov2012,PHOEBE SORGEN,,1.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2012__CityAttorney__2012CityAttorneyOaklandNov2012,JANE BRUNNER,,1.0,40488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2012__CityAttorney__2012CityAttorneyOaklandNov2012,BARBARA PARKER,1.0,,90055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2012__CityAttorney__2012CityAttorneyOaklandNov2012,writeIns,,1.0,1066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2012__MemberCityCouncilAtLarge__2012MemberCityCouncilAtLargeOaklandNov2012,IGNACIO DE LA FUENTE,,5.0,42680.0,42730.0,43357.0,44435.0,51116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland__2012__MemberCityCouncilAtLarge__2012MemberCityCouncilAtLargeOaklandNov2012,THERESA ANDERSON,,3.0,8805.0,8824.0,9879.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
